wavelength spec_bulge1 spec_bulge1_unc spec_bulge2 spec_bulge2_unc spec_bulge3 spec_bulge3_unc spec_bulge4 spec_bulge4_unc spec_disk spec_disk_unc spec_clump1 spec_clump1_unc spec_clump2 spec_clump2_unc spec_clump3 spec_clump3_unc
3798.0781 9.077420592438015e-06 9.158935045107605e-07 4.5762789695463806e-05 4.258291130641564e-06 3.150987624414421e-05 2.587092317552612e-06 3.7812395968597046e-05 3.5958399048375532e-06 4.609916961872462e-05 4.281247945103193e-06 0.0002240759399844454 2.3419156325069636e-05 0.00021270547029275498 2.165638702269009e-05 0.0005135754003501581 5.556705928238502e-05
3798.9783 9.769373934473476e-06 9.207714521483813e-07 4.969849837408003e-05 4.242557265451232e-06 2.3520689288206176e-05 2.581664358776005e-06 3.8485511233510795e-05 3.601966480513668e-06 4.4583935821154235e-05 4.317187216777019e-06 0.0002294655424455812 2.4153937367721797e-05 0.00022134874442211966 2.2463183857747926e-05 0.0005745200956553507 5.8139515533661395e-05
3799.8787 1.0245647121771622e-05 9.461064504485996e-07 3.745249003359562e-05 4.361242059217874e-06 2.6108456001456692e-05 2.653674254808173e-06 3.7950368484023155e-05 3.6735796911352656e-06 4.199615879941725e-05 4.352531298358953e-06 0.0002489503600956982 2.367284654706455e-05 0.00018482920373277185 2.1851354539981034e-05 0.0005741701900248905 5.59761821874778e-05
3800.7788 1.026334477526108e-05 9.90281952637143e-07 4.8910104629125314e-05 4.601589614623494e-06 2.5047932049336896e-05 2.795935783603183e-06 3.413049392868857e-05 3.8050169727007497e-06 4.225449885898152e-05 4.39058159715407e-06 0.00027490049118530013 2.234791704597327e-05 0.00021700499768422077 2.0239314474553308e-05 0.0005927452474769645 5.0451645742318e-05
3801.6792 1.13319219179149e-05 1.0475478883186254e-06 4.743728815196279e-05 4.930473541188799e-06 3.1558549408757175e-05 2.9890107147239796e-06 4.477273963061005e-05 3.9792210699249295e-06 4.143640331056187e-05 4.4382316802584745e-06 0.00019544181869136871 2.0938549386956028e-05 0.00017994361329644223 1.85007251646791e-05 0.0004295227801476685 4.4478584891685544e-05
3802.5793 1.0300942066526837e-05 1.109382974961428e-06 5.878467558960058e-05 5.30281728904473e-06 2.974301872487422e-05 3.20610013197052e-06 4.794885378467102e-05 4.172031272555025e-06 4.360697148097438e-05 4.50060942745496e-06 0.00023006522898606739 2.003401140838083e-05 0.0001859072401483833 1.7312817578879116e-05 0.00041185308466839036 4.026589798357947e-05
3803.4794 1.1284585679865743e-05 1.167054314104948e-06 5.736073816002159e-05 5.674420561651813e-06 3.767005161282066e-05 3.420737437842999e-06 4.3549112953852644e-05 4.359366443441899e-06 4.926715582735185e-05 4.577138273678991e-06 0.000219210829724251 1.979501101926686e-05 0.0001814581424751038 1.6833732792065183e-05 0.0004146206550191027 3.826265404406486e-05
3804.3798 1.1021914459118915e-05 1.2140430739622644e-06 6.4376301500305e-05 6.01260461778479e-06 3.589473149965989e-05 3.6133238458354843e-06 5.036644846339984e-05 4.523493620919638e-06 4.852658953319828e-05 4.661006880998018e-06 0.00022514058270518302 2.0010869221434504e-05 0.0001748030160811195 1.682545437257339e-05 0.0003836559074204233 3.773068016495957e-05
3805.28 1.247515853744566e-05 1.2476769258459405e-06 4.356713135650716e-05 6.302207163071484e-06 4.008483702411618e-05 3.7749420444182358e-06 5.1242551534190485e-05 4.6568283771784274e-06 4.639307279176221e-05 4.743417235146887e-06 0.0002129594776973008 2.0344590342936865e-05 0.00015421064235507872 1.6978008420989826e-05 0.0003841365662231749 3.780304263651173e-05
3806.1803 1.2146638744054468e-05 1.2694771120586344e-06 6.00617860182509e-05 6.545964281492955e-06 3.763438402045412e-05 3.90772069673312e-06 4.882377168221507e-05 4.762427719502248e-06 4.611573472494467e-05 4.820461593717661e-06 0.0002081149732657211 2.0606232616274345e-05 0.00018012162859983252 1.7124172490784626e-05 0.0003769523540848425 3.8010063131291546e-05
3807.0805 1.0989746475023173e-05 1.2837805892358801e-06 7.549917170308068e-05 6.757474891395715e-06 3.7993949956688575e-05 4.020627740271141e-06 5.0888985310707446e-05 4.850061023215781e-06 4.1709598083336684e-05 4.896314833035903e-06 0.0002026566490498111 2.080637633928888e-05 0.00019439301593767572 1.7245789160807592e-05 0.0003123551961193504 3.824079888174778e-05
3807.9806 1.0934799320957416e-05 1.295288706484356e-06 5.7867786723153705e-05 6.951052607045602e-06 4.2822358799129457e-05 4.123170656718525e-06 5.5022397303174825e-05 4.929937588631153e-06 4.159517731273345e-05 4.979192244171103e-06 0.00022094883145863737 2.1046927217587545e-05 0.0001870716708274241 1.739660370609163e-05 0.00036849217993714705 3.853281259472269e-05
3808.881 1.143551888872439e-05 1.3064555270747183e-06 8.366023568379515e-05 7.132090516987136e-06 4.745873188878086e-05 4.219273021982858e-06 4.6728293774728973e-05 5.0063240597405905e-06 5.137911216178411e-05 5.0723619594113045e-06 0.00020852022096669464 2.140399146334145e-05 0.00016124267568570213 1.7619089332163152e-05 0.0002981658259380558 3.89140770357565e-05
3809.7811 1.4471437014851032e-05 1.3160283681609875e-06 8.91137551372172e-05 7.292630457641422e-06 4.204530055277789e-05 4.304329412851725e-06 4.306941438474533e-05 5.074237594645986e-06 4.506259678988789e-05 5.1675352106892855e-06 0.00020921819236836275 2.1821218247123027e-05 0.00019008698701562554 1.78770037308272e-05 0.00040994610439922126 3.93277139285761e-05
3810.6815 1.3406015247945713e-05 1.3196622270603214e-06 7.579130937723017e-05 7.415536156845728e-06 4.650104093014024e-05 4.367599191902379e-06 4.8172774309239636e-05 5.121628539442731e-06 5.988196897595612e-05 5.246911948581475e-06 0.00021625256631561493 2.216279762697825e-05 0.00016529990829675028 1.8083774858807668e-05 0.0003995883205519421 3.965630357746014e-05
3811.5816 1.15899484672613e-05 1.3123289624443242e-06 7.061114835434795e-05 7.483991952384837e-06 4.019207998241261e-05 4.398160457363063e-06 4.621936882699667e-05 5.1356936884704215e-06 6.264523054365644e-05 5.292148984375303e-06 0.0002626839807873766 2.2336094259871624e-05 0.00017456173765742085 1.8172731124615055e-05 0.00040812693813644795 3.979028759150747e-05
3812.4818 1.1310036490950491e-05 1.2913382737321268e-06 8.157335810171603e-05 7.492537438773211e-06 4.557091883306979e-05 4.391937856200606e-06 5.215613643851194e-05 5.110577088377171e-06 4.8859308110017264e-05 5.294894141726277e-06 0.00022998007590888743 2.2318606995966286e-05 0.00020047911653123672 1.8128817003886263e-05 0.0004096088970924994 3.9696690530260055e-05
3813.3822 1.2893333860823156e-05 1.2582873776127611e-06 8.239852964959822e-05 7.452382219134792e-06 4.209554427371679e-05 4.355334798321483e-06 5.181098223826731e-05 5.051779535504968e-06 6.0615113680685553e-05 5.261818394856646e-06 0.00024927503180123393 2.2131343755167095e-05 0.00018418085158776457 1.798607707795771e-05 0.00033590649185824 3.945624394056727e-05
3814.2823 1.3487013414293456e-05 1.2189063471481157e-06 7.182859660953031e-05 7.38851261512048e-06 4.6443291973073156e-05 4.303709481082032e-06 4.477313003802876e-05 4.975028117961746e-06 4.397608545012036e-05 5.211921473022019e-06 0.00020270144993876174 2.1901236446045078e-05 0.00018332588960290412 1.7828452766061276e-05 0.0003904344262572766 3.921787433910707e-05
3815.1827 1.2444152044999991e-05 1.1806874537953763e-06 7.445624458165428e-05 7.329354728585571e-06 4.1803710209699284e-05 4.255021091138397e-06 5.271138420180318e-05 4.8996711384820685e-06 4.445338092991781e-05 5.167220867947343e-06 0.00019242951610852683 2.176208212527196e-05 0.0001647898124794149 1.7723672330096493e-05 0.00041668538537812554 3.9072645492721856e-05
3816.0828 1.1292228115437026e-05 1.1497647896997266e-06 7.38575809307744e-05 7.294809926609802e-06 4.3650065092298675e-05 4.222287358102921e-06 5.73083141133201e-05 4.84055643619481e-06 4.944945689185641e-05 5.141890307831651e-06 0.0002356450357478139 2.173656973735225e-05 0.0001673333260458634 1.7682205213286107e-05 0.0004110723657273466 3.902956654528213e-05
3816.983 1.181302941517852e-05 1.128421737556832e-06 7.613304532638822e-05 7.2885333226397125e-06 4.652788374618169e-05 4.2084775300466106e-06 5.287255245580932e-05 4.802221439617609e-06 5.520009309282851e-05 5.135259855377525e-06 0.00019153461915412168 2.183293077975074e-05 0.00014226724822676714 1.7711357878306498e-05 0.00035543945119100387 3.907890830107264e-05
3817.8833 1.1218854525558409e-05 1.1148477965443297e-06 7.360246918679549e-05 7.298744881770468e-06 3.8597379882364216e-05 4.206796339105807e-06 3.903732649618881e-05 4.779008766923012e-06 5.036795341331503e-05 5.133466094582812e-06 0.00023062514721572432 2.200221544915654e-05 0.00017088632413483963 1.7777944786211115e-05 0.0003093648527369037 3.914684307592077e-05
3818.7835 1.2682306659180264e-05 1.104956232859394e-06 6.899896258485974e-05 7.306189071612984e-06 4.7535121080488624e-05 4.205572652184556e-06 4.889356364657996e-05 4.760236740034423e-06 4.130162916631664e-05 5.119675526169925e-06 0.00021443937378586651 2.204300115183904e-05 0.0001639114814177317 1.7768945810447414e-05 0.00039283298705755925 3.9096245072684944e-05
3819.6838 1.0842605946310678e-05 1.095019007274466e-06 8.38016127687427e-05 7.2941025416030095e-06 4.4918741026791814e-05 4.194560774387001e-06 4.3900213611010766e-05 4.736875091726899e-06 5.4598408207322174e-05 5.086654526035462e-06 0.000186862814862729 2.1801407201861867e-05 0.00017885378219156998 1.7595578170210476e-05 0.0004024856385984276 3.8823449516863095e-05
3820.584 1.0851955913886092e-05 1.083294914453654e-06 7.497318948443498e-05 7.254042590377784e-06 4.0535638462607237e-05 4.168668752363909e-06 5.2905928026371776e-05 4.705197104697319e-06 4.980319389508559e-05 5.041294320862419e-06 0.00021883632160460398 2.1414904755408145e-05 0.00017257962104685475 1.734675448445933e-05 0.00039538217941858427 3.846297256624796e-05
3821.4841 1.2925291394513237e-05 1.0697189091813972e-06 6.905975896679583e-05 7.185125937964127e-06 4.2862127724970503e-05 4.127422423521019e-06 5.17738355260276e-05 4.6654951908720104e-06 4.226665871661038e-05 4.996101997026854e-06 0.0002025277499510036 2.1192545317867234e-05 0.00013448954147921282 1.7208723382244837e-05 0.0003748167285491615 3.824508420219906e-05
3822.3845 1.1748948179116628e-05 1.0544146732433877e-06 6.675761787176201e-05 7.0892929648675205e-06 4.699194856009398e-05 4.071853819004037e-06 5.1296673823427995e-05 4.6181183186809955e-06 4.710245470991066e-05 4.9554168274725455e-06 0.00022766828145833048 2.1200049047924973e-05 0.0001430898836433861 1.722008932767038e-05 0.0004044565313680566 3.819383238996501e-05
3823.2846 1.1269656451322605e-05 1.0367114598155976e-06 7.693198561955896e-05 6.967894098929742e-06 3.690123614044489e-05 4.0023027793219155e-06 6.321976978842372e-05 4.561109512061308e-06 5.1517875261404e-05 4.910501156104907e-06 0.00023383430457200088 2.1214906328607393e-05 0.00015576695140445522 1.7227884137522834e-05 0.00042287333700881695 3.8100741337281674e-05
3824.185 1.2127593936746916e-05 1.0155707426998131e-06 7.673703890725666e-05 6.8217560368484854e-06 4.4763899521206224e-05 3.91866338972443e-06 4.235792435895638e-05 4.491420426619369e-06 4.581369803311818e-05 4.84830998601844e-06 0.00019495572639641943 2.099228617687397e-05 0.00016806931907702863 1.708245205133583e-05 0.00032836576508770343 3.780105105647355e-05
3825.0852 1.0185385511641178e-05 9.910127864689762e-07 5.6193537823943166e-05 6.654066452851794e-06 4.094653828447344e-05 3.822539619612064e-06 5.036274573409706e-05 4.408583682200986e-06 5.814193650403522e-05 4.764467392778186e-06 0.00017129671893354552 2.0543386663860804e-05 0.0001453355447041504 1.6815412886233427e-05 0.00032156313677922203 3.739108196533854e-05
3825.9853 8.996585751397844e-06 9.649002969904732e-07 7.339914346306107e-05 6.471203426364254e-06 3.898005582613177e-05 3.718051861630774e-06 4.412519129028792e-05 4.316667060693284e-06 4.571917417695983e-05 4.666764703907143e-06 0.00019621246045406135 2.0121865292166985e-05 0.0001705811665540687 1.6557820279692912e-05 0.00042817725995012443 3.7012437167092014e-05
3826.8857 8.672089638531741e-06 9.402644240616875e-07 5.8364466640271134e-05 6.2803515137811455e-06 3.598796661777056e-05 3.6103079688768554e-06 3.529986941529371e-05 4.2227398505137684e-06 5.1819466853921264e-05 4.567650752464756e-06 0.00023563043544918056 1.9817422463185725e-05 0.0001609593515551958 1.635574286845476e-05 0.0003215618933349164 3.6675141491618894e-05
3827.7858 1.0422704877724461e-05 9.195845149694094e-07 6.669114392321753e-05 6.085471966356812e-06 4.1698353492848375e-05 3.5025282406208386e-06 4.458214707856451e-05 4.1329782142127036e-06 3.847217996174031e-05 4.475349962155897e-06 0.00020202050862959183 1.9532395958996286e-05 0.00016443678503927288 1.6165433417092352e-05 0.0003416595309127531 3.631530242520019e-05
3828.6862 8.157877710333584e-06 9.031782383283765e-07 5.2523412409493855e-05 5.883905059411706e-06 3.833424829477941e-05 3.393541648830273e-06 4.2414969067179865e-05 4.0489190999022225e-06 4.4060451636385044e-05 4.391526980698836e-06 0.00018020468821957234 1.91838561325247e-05 0.00015607158662930457 1.5944008613298797e-05 0.00035743738439532633 3.5898389297961984e-05
3829.5863 7.897771294666276e-06 8.8897971576916e-07 5.534610546857825e-05 5.667654642949543e-06 3.5910027834571846e-05 3.2783171793222378e-06 4.358523991208199e-05 3.967065624832657e-06 4.4792860863380426e-05 4.3158728384431714e-06 0.00018883451499457525 1.8810386594717184e-05 0.00015206332067206954 1.5714997042873274e-05 0.000351970176559918 3.548786765072527e-05
3830.4865 9.512771637402014e-06 8.736654248915048e-07 4.755108290544132e-05 5.427389895552704e-06 3.065950065283451e-05 3.150527660187714e-06 4.009944409607202e-05 3.881243191411784e-06 3.20855267224942e-05 4.251209446710476e-06 0.0001909644754859074 1.8509319559231373e-05 0.0001380487471971603 1.5545228670530137e-05 0.00035968448405359683 3.5247539642890896e-05
3831.3868 8.000101739907814e-06 8.545869341772196e-07 5.0455698259651865e-05 5.159143047166324e-06 3.294497426283967e-05 3.0068649906400742e-06 3.707488924216196e-05 3.78694750617002e-06 5.22557899761953e-05 4.206158553012823e-06 0.00019862851441097552 1.833863447303149e-05 0.00017784666736805785 1.5531995128401666e-05 0.00030718331447188954 3.5534185927292085e-05
3832.287 7.89460452450123e-06 8.313649413467603e-07 4.5549699214102186e-05 4.869954377329514e-06 2.8554155443423176e-05 2.850659659308974e-06 3.9771125661039844e-05 3.6849972804089528e-06 3.855922705196586e-05 4.193620879518119e-06 0.00018635146692477724 1.846309645456918e-05 0.0001425626915714436 1.589806866405421e-05 0.00034627097964219476 3.71058105440299e-05
3833.1874 7.243247980421971e-06 8.063202134084421e-07 4.632274762668364e-05 4.5799953012106715e-06 2.666006932743767e-05 2.6931577572826162e-06 3.4690025993798315e-05 3.5827491497605453e-06 4.817601700788168e-05 4.224470575943702e-06 0.00021035437273785642 1.933192189855256e-05 0.00018373214885691175 1.7060169361891423e-05 0.00045235451590202577 4.114999668571833e-05
3834.0875 8.497874445457608e-06 7.835821055025149e-07 4.58471874077273e-05 4.320297404635447e-06 2.669503467377223e-05 2.551939755043776e-06 3.1745296277745625e-05 3.4924317186026257e-06 3.424585721235372e-05 4.2978157314473615e-06 0.0002151795256526352 2.1314911641650725e-05 0.00019963680070157955 1.931468484605147e-05 0.0004979230036137247 4.8415515324849534e-05
3834.9876 7.124918525705038e-06 7.673093895984856e-07 3.888362132457877e-05 4.124898417753438e-06 2.471042852831084e-05 2.4461039036518283e-06 3.496189052097584e-05 3.4269341787446888e-06 4.287628075844992e-05 4.394161122295467e-06 0.00021669420714087037 2.4039317905225664e-05 0.0002541935236281546 2.2239054981149108e-05 0.000548970230266904 5.755968648258759e-05
3835.888 6.904014674551536e-06 7.602248444481155e-07 3.715555654192927e-05 4.021940538710088e-06 2.209754110953358e-05 2.39108269155524e-06 2.9458667614721208e-05 3.3958190209398908e-06 4.3114403829378073e-05 4.479102289014594e-06 0.0003125201967077843 2.6215239682140335e-05 0.00026466863313870007 2.4566142921675544e-05 0.0006917085152533673 6.473018160566467e-05
3836.7881 8.050739855032303e-06 7.631850705196073e-07 3.724062768801139e-05 4.026393687709352e-06 2.6844078773156478e-05 2.3947893790900367e-06 3.348199889274061e-05 3.4032188537920304e-06 5.231009117620368e-05 4.518841395442429e-06 0.00028303518748309307 2.6636331968768e-05 0.00021974556801544154 2.5032840540275088e-05 0.0005747016878127088 6.602445953548766e-05
3837.6885 7.312976660495611e-06 7.758848834231353e-07 4.239843200709047e-05 4.1375408351491276e-06 2.1493054008805202e-05 2.456712859260307e-06 3.475394849184508e-05 3.4484918266062476e-06 4.4951509014998564e-05 4.499378359655831e-06 0.00026118884492356637 2.5364806479929296e-05 0.00022384506715737989 2.351569126967767e-05 0.0006468952163203292 6.100354577644021e-05
3838.5887 6.8417062246864565e-06 7.979971839447e-07 4.69316222337723e-05 4.3419252576046e-06 2.8515996793979938e-05 2.5699612207467983e-06 2.9775877754055344e-05 3.528694505138437e-06 4.321649799186114e-05 4.436109139809648e-06 0.00024038871218854 2.288277640504627e-05 0.00015593891882371622 2.079972971515768e-05 0.0005591776866968966 5.236408781978978e-05
3839.4888 9.049310198839569e-06 8.297788029056915e-07 4.4339427780597746e-05 4.6192178419168805e-06 2.793418145601413e-05 2.7244983223809806e-06 4.079977486182744e-05 3.640765802466796e-06 4.6322848373300926e-05 4.367070328757994e-06 0.00019782861183623079 2.0572165792143722e-05 0.0001590712937081813 1.8287386243129578e-05 0.000419767347866962 4.434944247391407e-05
3840.3892 9.231279623085717e-06 8.71635271408051e-07 5.613023498551071e-05 4.94758855539959e-06 3.0435512898084876e-05 2.909611913370867e-06 3.7322775128760934e-05 3.7817975679758604e-06 3.633965451855023e-05 4.333851060755673e-06 0.0002273591556954808 1.930278700469577e-05 0.0001890294569384132 1.679380898464221e-05 0.0003655633897429255 3.9346489713042496e-05
3841.2893 8.684291952827867e-06 9.229193690613276e-07 5.522420539060734e-05 5.305829125580092e-06 3.216080648147647e-05 3.114374247285111e-06 3.685612561018314e-05 3.947236051752432e-06 4.083782391031707e-05 4.362362388547628e-06 0.00019165298488252626 1.8996990871751412e-05 0.0001457969769240899 1.626766613632075e-05 0.000336568868128316 3.722644319175968e-05
3842.1897 1.212815620161483e-05 9.811309668864144e-07 6.401262157797831e-05 5.6745869409744965e-06 3.214349757471181e-05 3.327858953892342e-06 3.9474091714492244e-05 4.12954173406605e-06 4.3306215120374546e-05 4.453805746218005e-06 0.00018381977450034607 1.93013305519482e-05 0.00021130982263873398 1.6338929716422892e-05 0.00035016315860672136 3.685002982140673e-05
3843.0898 9.451561053192969e-06 1.041867325438501e-06 5.9219166101787106e-05 6.035505662571755e-06 3.7323206338745076e-05 3.538686493964686e-06 3.858552738201002e-05 4.31774279513829e-06 4.3190666934164774e-05 4.588701144052622e-06 0.0002359528449317642 1.9899003082915186e-05 0.0001638594451396641 1.6667668767775e-05 0.000375910658962199 3.720827296548226e-05
3843.99 1.0572576550787501e-05 1.100095346131835e-06 6.184662220042763e-05 6.373249017180892e-06 4.6699434282136167e-05 3.7366721816137854e-06 4.978151202064031e-05 4.500014143281166e-06 5.093979718889144e-05 4.739597898126046e-06 0.00022137408526623264 2.0504962802804296e-05 0.00013257171708786007 1.7024971396430614e-05 0.0004085676321910816 3.7738729607004055e-05
3844.8904 1.145921931688097e-05 1.1515883913728047e-06 6.166076575770806e-05 6.676925883959966e-06 4.418260866901095e-05 3.914257137621849e-06 3.7872511964030495e-05 4.666513560102579e-06 4.064780814868938e-05 4.883823690802064e-06 0.0001984883767199657 2.09938136841554e-05 0.00016214865454585687 1.732089342148242e-05 0.0004211293131625626 3.8222135861474754e-05
3845.7905 1.0578944674457111e-05 1.1939376095646712e-06 5.66202657948113e-05 6.941340560758233e-06 3.392065132748115e-05 4.067639085115132e-06 4.73661746068341e-05 4.811468849607723e-06 4.863909705482418e-05 5.009825715715961e-06 0.00019586971752714368 2.137140927127117e-05 0.00018861488194036412 1.7555522260355944e-05 0.00037693373737721173 3.8623341001234905e-05
3846.6909 1.2993311950115e-05 1.2267258788876805e-06 7.443723932469565e-05 7.1670929218338815e-06 4.026987622501755e-05 4.196909400312846e-06 4.466454436316016e-05 4.933585648330931e-06 4.944853942104893e-05 5.1156594893978165e-06 0.00021197072475967802 2.1679542278241924e-05 0.00016309859554225616 1.7762741926195695e-05 0.0004181294945119048 3.899475317113344e-05
3847.591 1.3100227366848342e-05 1.2508578096012118e-06 7.972267194104548e-05 7.358259794473265e-06 4.184198569622314e-05 4.3045588019878575e-06 6.0112249285331564e-05 5.034405410819093e-06 6.16063054824097e-05 5.203012852824684e-06 0.00018448816007885416 2.199716457923911e-05 0.00020834771713098974 1.79783058556473e-05 0.0003388810751355464 3.93780319072431e-05
3848.4911 1.2229785739538081e-05 1.2679917235688922e-06 5.924123152397413e-05 7.521210060080001e-06 3.885146438049923e-05 4.39460089177377e-06 5.7828191645756796e-05 5.11719417277316e-06 4.850422112378691e-05 5.274116970909047e-06 0.00023965458455104345 2.230761649120503e-05 0.00014846694663007526 1.8181886817588186e-05 0.0004127412391388677 3.973671094662946e-05
3849.3915 1.2980486338868857e-05 1.2800336588564451e-06 8.491002316833028e-05 7.66292296965403e-06 3.414898870925737e-05 4.4714783142034e-06 3.7907540741188014e-05 5.185816221292931e-06 5.6139841413070267e-05 5.332630550302254e-06 0.00023917105715938225 2.2502299151189757e-05 0.0002050050581085989 1.8312359892361362e-05 0.00033780449637671526 3.999025802520328e-05
3850.2917 1.312410118375919e-05 1.2887324248029006e-06 7.511346193507908e-05 7.789360209198162e-06 3.9152544718326266e-05 4.539046316947672e-06 5.67734488898855e-05 5.243806819253781e-06 4.844643561348506e-05 5.385046723068593e-06 0.0002615916474422503 2.2605188906594904e-05 0.00021795733079602638 1.8387370297733437e-05 0.00046605087098326107 4.016354152086597e-05
3851.192 1.4124903282851714e-05 1.295172916034496e-06 7.650934622568202e-05 7.903771761636603e-06 4.514661046770176e-05 4.599472338781849e-06 5.9906392885421223e-05 5.293269301859572e-06 5.63648039043781e-05 5.437953036456215e-06 0.00022554588478053685 2.2771710193071814e-05 0.0001950394297715764 1.8503472112712804e-05 0.0003745089437703939 4.038886779339577e-05
3852.0922 1.3391771888145242e-05 1.2992614968538614e-06 7.333967848237736e-05 8.005017964670574e-06 5.1854733615846716e-05 4.652139730707897e-06 6.077111827900266e-05 5.333640538645708e-06 4.916329756216843e-05 5.492181871570878e-06 0.00019401798509329746 2.3059526957043282e-05 0.00019561469794601748 1.8683255725894505e-05 0.00044543609786882167 4.067246634329009e-05
3852.9923 1.3189872700304895e-05 1.299720075975521e-06 9.082148467979203e-05 8.088277892707863e-06 4.616210695904039e-05 4.693998984286968e-06 5.682616819423726e-05 5.361830173588543e-06 4.9855303052455156e-05 5.5408474492818155e-06 0.00020620339283311642 2.3346346501878764e-05 0.00019497592593029835 1.88451265578494e-05 0.00038246129637811217 4.0906853084619755e-05
3853.8927 1.3688855722187435e-05 1.2947813885831247e-06 9.73296892471943e-05 8.148262494129428e-06 3.871714000092462e-05 4.721521941301268e-06 5.6524376739105166e-05 5.374074975693305e-06 5.1321212218375155e-05 5.574543595673314e-06 0.00022550938546532517 2.3502587019275514e-05 0.00021316485565568496 1.8925041367600988e-05 0.000422140059445297 4.103997614568851e-05
3854.7928 1.5301911877997748e-05 1.2832631049762926e-06 7.881621729981738e-05 8.18324246404322e-06 4.6268061933663416e-05 4.7332527844543975e-06 5.2616836454992414e-05 5.368598974029259e-06 6.001672636850642e-05 5.589059499897817e-06 0.0002149220930562924 2.3529197163289545e-05 0.00017701733621262387 1.893427252398205e-05 0.00040201564133663086 4.10727253423633e-05
3855.6932 1.3831309988851666e-05 1.2653716457211718e-06 8.862029690869815e-05 8.19751826222564e-06 5.3915728091708026e-05 4.731444953917428e-06 5.134168363012352e-05 5.347463457037891e-06 5.393444149782673e-05 5.588451558172818e-06 0.00021089235599868025 2.346927594485448e-05 0.00015216446070130484 1.8898177695319787e-05 0.00041336765805574915 4.100876317664604e-05
3856.5933 1.2173010356055086e-05 1.242973509127821e-06 7.480941615816643e-05 8.200550970496226e-06 5.292260943350137e-05 4.7217622397550614e-06 4.9273846216506414e-05 5.316683989409903e-06 5.851735049962461e-05 5.581167939509605e-06 0.00029886552998570836 2.3401616170285078e-05 0.00016884179795420323 1.8862119054877363e-05 0.0003763832859918267 4.093348086959274e-05
3857.4935 1.0536744484818908e-05 1.219364920890972e-06 9.288798805514777e-05 8.20417723188661e-06 4.529847141218603e-05 4.711771076330528e-06 4.889857379705674e-05 5.285108522118431e-06 5.5919818279765925e-05 5.574177313029415e-06 0.00027459351117946416 2.3449358154860572e-05 0.00015479727949296632 1.8893260800906665e-05 0.0004185951504745263 4.0971915264881705e-05
3858.3939 1.0753525664825269e-05 1.198939335411273e-06 7.020949669503763e-05 8.21971310056952e-06 4.1754270681891635e-05 4.709326217930711e-06 5.626234135139093e-05 5.2632080910680494e-06 5.534511339307532e-05 5.571192831816868e-06 0.00024687238239635295 2.3567995620795873e-05 0.0001942109922655461 1.8955775175008402e-05 0.0004589883800053743 4.106478840916185e-05
3859.294 1.1332179004983397e-05 1.186576825928152e-06 7.853563597832668e-05 8.255935092895361e-06 4.99815109074409e-05 4.721255959350783e-06 4.457575306230847e-05 5.2618436945210545e-06 5.323969897474954e-05 5.57593201765416e-06 0.00022282569373642923 2.358286496285386e-05 0.00017392113512224865 1.895412737699798e-05 0.00041364245871199323 4.107908463348683e-05
3860.1944 1.201254650320093e-05 1.1864436437887982e-06 9.589678897183894e-05 8.317531022274723e-06 5.127698919408746e-05 4.751987332969848e-06 5.453328251881476e-05 5.290401563702115e-06 5.885529056605077e-05 5.595298991213095e-06 0.00022930513784705838 2.3539732028798834e-05 0.0001955302023455038 1.8922414490683918e-05 0.0005159426871474498 4.106390690001146e-05
3861.0945 1.3198568936468143e-05 1.200388511940741e-06 7.581836356803493e-05 8.40340667299572e-06 5.0057891742122797e-05 4.801897592405825e-06 5.2007308888119955e-05 5.354184253644508e-06 6.347445459773955e-05 5.637859126992672e-06 0.00024617472632707595 2.361756293124266e-05 0.00021291841774924796 1.8965952821773442e-05 0.00046276909752647 4.114399744856486e-05
3861.9947 1.4950827953331123e-05 1.2266559756101044e-06 7.675437403547697e-05 8.506096798943033e-06 4.752971666826536e-05 4.866376387214089e-06 6.445183919173078e-05 5.452305247510888e-06 4.9649236559484544e-05 5.710137883723047e-06 0.0002665671077622634 2.3822229647086354e-05 0.00019696844478734216 1.9089270984193617e-05 0.0004367629503615599 4.130337549805113e-05
3862.895 1.2015234949413977e-05 1.2599516929252519e-06 8.796013994509854e-05 8.613177729432412e-06 4.394999562240253e-05 4.936564711116576e-06 4.835540964917497e-05 5.57755854330554e-06 6.0859973924050525e-05 5.8172003726457526e-06 0.0002200508625208599 2.404577405314223e-05 0.00017589128778751757 1.9233894748380595e-05 0.0004090566811338153 4.148878732508102e-05
3863.7952 1.4209162156636042e-05 1.2931319746243828e-06 7.794687064398318e-05 8.711149028804176e-06 6.11215724098652e-05 5.002140501652383e-06 5.612129506364934e-05 5.718782257296228e-06 6.10476195299497e-05 5.9689341334433775e-06 0.00021708307894998888 2.4272881782832228e-05 0.00017820826494447745 1.9415369089495278e-05 0.0004561864290919648 4.1854086854110265e-05
3864.6956 1.3153229197390489e-05 1.3197513959972704e-06 9.59942862121042e-05 8.789907764021104e-06 5.109637104063421e-05 5.054829579947644e-06 5.670685315557277e-05 5.864333698452515e-06 6.447116557074089e-05 6.18460796802807e-06 0.00023464225418232462 2.4692677610302917e-05 0.00019419444047417367 1.9832633947121258e-05 0.0004266003962459299 4.3028710480263694e-05
