wavelength spec_bulge spec_disk spec_clump1 spec_clump2 spec_clump3
4807.2432 1.1921301561060018e-05 1.7826878306802744e-05 2.8808683847084278e-06 7.267865494404434e-06 1.688598521000198e-05
4808.1433 1.1925724826906681e-05 1.7882052854878524e-05 2.8827910902754956e-06 7.281529754779691e-06 1.6968833440474923e-05
4809.044 1.1840907340770202e-05 1.7863428977095536e-05 2.883138940718782e-06 7.281476313084679e-06 1.698268943844196e-05
4809.9441 1.1864361828748616e-05 1.790592091236045e-05 2.882293642420466e-06 7.2630107482399875e-06 1.6925073191096685e-05
4810.8442 1.2032245278171972e-05 1.801900974724819e-05 2.88119068661418e-06 7.247963440381286e-06 1.688731985413957e-05
4811.7444 1.2157192188828734e-05 1.80610637121357e-05 2.8804186470521132e-06 7.2537591991949555e-06 1.6898247880896636e-05
4812.6445 1.217318813355782e-05 1.8032050558219066e-05 2.8799521478372083e-06 7.249450173997066e-06 1.6862232386634823e-05
4813.5452 1.215291920318731e-05 1.8029001124925585e-05 2.879933428980156e-06 7.247387244661033e-06 1.6856280882240978e-05
4814.4453 1.2153919588256175e-05 1.8061710396086383e-05 2.880103400532318e-06 7.256558283735252e-06 1.6896942079396554e-05
4815.3454 1.2212033490496617e-05 1.810693781244883e-05 2.8801619059801744e-06 7.2595843481278786e-06 1.6913343625492192e-05
4816.2456 1.2298958825367212e-05 1.8148897543497434e-05 2.8801886131306947e-06 7.260808811418792e-06 1.6929977031324857e-05
4817.1457 1.240179365030223e-05 1.8204325950142847e-05 2.87993872777874e-06 7.262886096450941e-06 1.6946997409241126e-05
4818.0464 1.2506998192364742e-05 1.828380705507252e-05 2.8794784268016307e-06 7.26356579779937e-06 1.6959217871790634e-05
4818.9465 1.2574741890153794e-05 1.8328917050950072e-05 2.8789908130033673e-06 7.265874883215412e-06 1.6975254481553112e-05
4819.8466 1.2653883084692388e-05 1.8369522848869123e-05 2.8783815395963276e-06 7.260146847272874e-06 1.6973164661291897e-05
4820.7468 1.2719576292165554e-05 1.8380589619165402e-05 2.877324407245348e-06 7.238456148927682e-06 1.688960473525471e-05
4821.6469 1.267175058235152e-05 1.8310911063932513e-05 2.8762158807655286e-06 7.231152045330654e-06 1.6841238573277172e-05
4822.5475 1.2542780868693082e-05 1.8237804043669662e-05 2.8753661840004317e-06 7.242577147206803e-06 1.6886028859191276e-05
4823.4477 1.222355199513482e-05 1.800777819642341e-05 2.872640877394591e-06 7.231236367802872e-06 1.6825702283786977e-05
4824.3478 1.1681155692030732e-05 1.7525261273217548e-05 2.8675130764100424e-06 7.195258055957883e-06 1.6623418336164178e-05
4825.248 1.142958045716408e-05 1.726640120773574e-05 2.8646543231797195e-06 7.1791983687359385e-06 1.6510205952291757e-05
4826.1481 1.1751228051865118e-05 1.7533869688274822e-05 2.8665843116408987e-06 7.19677067527766e-06 1.6613718828781263e-05
4827.0487 1.2199424175524364e-05 1.7908402774673628e-05 2.869414816864929e-06 7.210555926868551e-06 1.672388558169298e-05
4827.9489 1.2358079894893958e-05 1.8039394327762153e-05 2.8703163275990267e-06 7.2110011357758225e-06 1.675930545544867e-05
4828.849 1.222944904787267e-05 1.7924584777282553e-05 2.8695123691231574e-06 7.213943718416931e-06 1.6755501133532462e-05
4829.7492 1.2043281449509782e-05 1.776643686220676e-05 2.868023365724427e-06 7.208031724990914e-06 1.6702238650825898e-05
4830.6493 1.201619227336621e-05 1.772722883744217e-05 2.8669886331184834e-06 7.201833696713584e-06 1.6658488344852192e-05
4831.5499 1.208460205329067e-05 1.776967918259904e-05 2.866299090566247e-06 7.201139068230477e-06 1.665360324324016e-05
4832.4501 1.1947434220057415e-05 1.7628964446812246e-05 2.8649248234567695e-06 7.189150231560065e-06 1.6613520514236017e-05
4833.3502 1.1748406417684324e-05 1.7433163109637857e-05 2.8629882018290846e-06 7.166646662052084e-06 1.6534614037055666e-05
4834.2504 1.1839685558615508e-05 1.7499407730948738e-05 2.8612947548772956e-06 7.157482748611582e-06 1.6497855681033043e-05
4835.1505 1.2101620180040933e-05 1.7711622798690993e-05 2.8601929779053613e-06 7.154930199541027e-06 1.6509003600245062e-05
4836.0511 1.2217993747274409e-05 1.7775508653063234e-05 2.8586803552219356e-06 7.143097436845903e-06 1.6492213140734785e-05
4836.9513 1.2143342263093471e-05 1.7658879653257095e-05 2.8564738701928672e-06 7.135893107366243e-06 1.6459240398231435e-05
4837.8514 1.2096749209753316e-05 1.760635032107853e-05 2.8543932449837206e-06 7.122172255895729e-06 1.6409605887872258e-05
4838.7515 1.2104580907471816e-05 1.760782876518402e-05 2.8523892601123462e-06 7.099038494451157e-06 1.6336372144264736e-05
4839.6517 1.1926379890956758e-05 1.743131418509108e-05 2.8497739408468425e-06 7.083684018733015e-06 1.625223492070575e-05
4840.5523 1.1626121837905887e-05 1.7143099214545046e-05 2.8467683345416675e-06 7.057152930859574e-06 1.611226690500975e-05
4841.4525 1.1507344517232075e-05 1.6993201971491748e-05 2.844333917726581e-06 7.027486760499344e-06 1.5981412582885017e-05
4842.3526 1.1645467290085224e-05 1.7089388263856557e-05 2.8430983737232288e-06 7.015169768205091e-06 1.5975429173942494e-05
4843.2527 1.1734907113455172e-05 1.7177676888787844e-05 2.8417870563754657e-06 7.007968834186421e-06 1.5979279193195517e-05
4844.1529 1.1602651500818143e-05 1.7045334256913567e-05 2.8394761189251155e-06 7.001194537552969e-06 1.5933716855983873e-05
4845.0535 1.1573824327867724e-05 1.6951250114544463e-05 2.8372020058764242e-06 6.991344017524261e-06 1.589554700776698e-05
4845.9537 1.1820576587412186e-05 1.7092766762738838e-05 2.83527676001887e-06 6.9810897623803355e-06 1.5895819200368883e-05
4846.8538 1.2047972727425426e-05 1.721622732886016e-05 2.8327876191633836e-06 6.964365075457376e-06 1.5875570153845228e-05
4847.7539 1.1988333143943441e-05 1.7105811287239106e-05 2.8290168066528258e-06 6.929421454180815e-06 1.574163527049958e-05
4848.6541 1.1641580826729031e-05 1.6746014250106468e-05 2.8242810183708172e-06 6.885978206478275e-06 1.5545098663354824e-05
4849.5547 1.1250931435519665e-05 1.633698859268887e-05 2.8199212736250403e-06 6.8466026059909166e-06 1.5355399186297927e-05
4850.4548 1.1194733379871256e-05 1.623890872549443e-05 2.817111651716915e-06 6.8212790104204164e-06 1.525022970492903e-05
4851.355 1.1451167973975735e-05 1.6406828743271083e-05 2.8145138475205943e-06 6.804110127062398e-06 1.5239729420015538e-05
4852.2551 1.157111065064453e-05 1.6420397293642702e-05 2.8085796536091237e-06 6.7742162220120135e-06 1.5173891393650406e-05
4853.1553 1.1465868956417065e-05 1.6249408392206306e-05 2.800980639675555e-06 6.722602628105276e-06 1.500020305213043e-05
4854.0559 1.1338004762127108e-05 1.6080413201161128e-05 2.7940879768942513e-06 6.663549545688369e-06 1.4827554655702222e-05
4854.956 1.1042704518707615e-05 1.5762766350947025e-05 2.8015708925976096e-06 6.627397106798332e-06 1.4665189061410019e-05
4855.8562 1.0451803503316446e-05 1.520648316045546e-05 2.920396196568132e-06 6.68021429225386e-06 1.4450960057754655e-05
4856.7563 1.0014842533267689e-05 1.5026729368263534e-05 3.650736722707342e-06 7.336912269679394e-06 1.4824576058724711e-05
4857.6565 1.0292609789675208e-05 1.660193794805123e-05 6.862003694457648e-06 1.0513658303297673e-05 1.7906646871835496e-05
4858.5571 1.136219362672607e-05 2.215352237944874e-05 1.7503904551814743e-05 2.1137883364030434e-05 2.8464421836227587e-05
4859.4572 1.335752647447256e-05 3.5468819440460263e-05 4.39749527752461e-05 4.758501230940758e-05 5.467804860480849e-05
4860.3574 1.664785728051952e-05 5.9630687684508205e-05 9.248341239081617e-05 9.607263286124743e-05 0.00010272134583836404
4861.2575 2.0689831618883035e-05 9.05292832926952e-05 0.00015488012862395291 0.00015844899500119867 0.0001644266513286885
4862.1577 2.3722524653818014e-05 0.00011451249475366905 0.00020366636142854375 0.00020720670160871384 0.0002125399617699701
4863.0583 2.4189690587448045e-05 0.00011746691103017296 0.0002094401218403204 0.0002129833631329172 0.00021826190788736685
4863.9584 2.17900881229341e-05 9.745672394206242e-05 0.00016837469124267388 0.00017194868559803012 0.00017781030552750022
4864.8586 1.758682837811417e-05 6.646647084556558e-05 0.00010611998425481494 0.00010968463548256143 0.00011616089418971901
4865.7587 1.3709346051503425e-05 3.9677756377527085e-05 5.299130067958621e-05 5.651751766046706e-05 6.336619841472488e-05
4866.6589 1.1558652754975967e-05 2.4064448449065028e-05 2.1747651966775716e-05 2.5273187586926122e-05 3.2406691653728914e-05
4867.5595 1.0848104229856047e-05 1.7605938274077203e-05 8.316425668383005e-06 1.1874179737822712e-05 1.927403296924433e-05
4868.4596 1.0733341038176208e-05 1.5682414807253067e-05 3.991726895676384e-06 7.580612209848988e-06 1.516950886518348e-05
4869.3598 1.0793181087650978e-05 1.5352916477819628e-05 2.9325230119112503e-06 6.54709030765237e-06 1.4269883119271711e-05
4870.2599 1.0926976425222244e-05 1.5490848656426613e-05 2.733314170484772e-06 6.3733648287025915e-06 1.4215501674284895e-05
4871.16 1.0801749103775848e-05 1.549069222303604e-05 2.7019431572429342e-06 6.351302917682908e-06 1.421084968720434e-05
4872.0607 1.0261745172254916e-05 1.5165996404512787e-05 2.6996944540105076e-06 6.363415858556745e-06 1.4180467859950614e-05
4872.9608 9.919131107262302e-06 1.5001681257432058e-05 2.7047932768093058e-06 6.406337111545719e-06 1.4265743831585877e-05
4873.861 1.0264568684533992e-05 1.53885052855171e-05 2.714724182256646e-06 6.4686839518505095e-06 1.4515825504958369e-05
4874.7611 1.0869321399136167e-05 1.5948879281276482e-05 2.726169296395417e-06 6.53133089890472e-06 1.4793086997638115e-05
4875.6612 1.1176032690156488e-05 1.6221488818776786e-05 2.735345059330785e-06 6.577796624223684e-06 1.4975910641371505e-05
4876.5619 1.122429530724226e-05 1.626877553796446e-05 2.742180423791288e-06 6.612515813989551e-06 1.507850258646959e-05
4877.462 1.1301256494020182e-05 1.6395272466580017e-05 2.7481255953698796e-06 6.653493314834331e-06 1.520905749288722e-05
4878.3622 1.1434422934164623e-05 1.6609784243955732e-05 2.7535525679905544e-06 6.70209450121913e-06 1.5356419714804134e-05
4879.2623 1.159356020056661e-05 1.6812840931340578e-05 2.759485590851263e-06 6.745597221545642e-06 1.5468965876834587e-05
4880.1624 1.1953564853868496e-05 1.715953775493969e-05 2.7678098965132214e-06 6.787051468977639e-06 1.5642663768316597e-05
4881.0631 1.2243814959151872e-05 1.7446190846376492e-05 2.7768773123992836e-06 6.814949920077326e-06 1.579815993204315e-05
4881.9632 1.2051587121251814e-05 1.730487689846198e-05 2.783480136118344e-06 6.835777707569336e-06 1.582177594890397e-05
4882.8633 1.171679509383881e-05 1.7039525273317393e-05 2.787891437848378e-06 6.864198469758509e-06 1.581516783161789e-05
4883.7635 1.1708934304671978e-05 1.7083070482806463e-05 2.791941782208165e-06 6.886577005507038e-06 1.5865218334364976e-05
4884.6636 1.1823047775815698e-05 1.725622093739313e-05 2.7964934018013045e-06 6.913353187110712e-06 1.5960233816012717e-05
4885.5643 1.1662491951116474e-05 1.7223782444772562e-05 2.8019462179003474e-06 6.947268379476275e-06 1.6035035352327204e-05
4886.4644 1.1326726059358916e-05 1.7044979081620894e-05 2.808127664127506e-06 6.975093414044107e-06 1.6094846463823658e-05
4887.3645 1.11570362039826e-05 1.6988600753307907e-05 2.8145491854514503e-06 7.005347588933215e-06 1.6188472514286353e-05
4888.2647 1.127861642887094e-05 1.7152574293221462e-05 2.820842828651631e-06 7.036039295414415e-06 1.6285535017021392e-05
4889.1648 1.1498246004041347e-05 1.736008940326764e-05 2.8267290957843544e-06 7.06293778591693e-06 1.6356370965517775e-05
4890.0655 1.1578471645339593e-05 1.740800358877363e-05 2.8314088959932e-06 7.083802966264037e-06 1.6369221928722814e-05
4890.9656 1.1357139115648636e-05 1.724641236159107e-05 2.833223602309482e-06 7.089802469831816e-06 1.6348525276983185e-05
4891.8657 1.0863025669075019e-05 1.6904713998521984e-05 2.83074108261515e-06 7.077956902444425e-06 1.6258387384936994e-05
4892.7659 1.0756235510329956e-05 1.6876867775552217e-05 2.8302657222308057e-06 7.080891686017912e-06 1.6259242510151715e-05
4893.666 1.1443266204801258e-05 1.746522558970069e-05 2.8358977407432304e-06 7.116517091725177e-06 1.6494794782990504e-05
4894.5666 1.2271569019928833e-05 1.8117761020540506e-05 2.841299840515296e-06 7.143876808322078e-06 1.6703727746893352e-05
4895.4668 1.2770776180843998e-05 1.8496353836583945e-05 2.843628156989122e-06 7.1586210774505475e-06 1.6803002069224557e-05
4896.3669 1.300970746435939e-05 1.8707698562627793e-05 2.8446750398516694e-06 7.181622424147805e-06 1.6908586726145304e-05
4897.2671 1.3036181629948949e-05 1.877841017408271e-05 2.8448525072700886e-06 7.190885338461219e-06 1.6971158762667144e-05
4898.1672 1.2966379060472194e-05 1.8762282011838548e-05 2.844153397366005e-06 7.180512330858226e-06 1.6954269801231206e-05
4899.0678 1.290465580823599e-05 1.8732802093195972e-05 2.8430787086157673e-06 7.172213121841652e-06 1.6925036593267483e-05
4899.968 1.2691462227783998e-05 1.8528410321065593e-05 2.840512292349857e-06 7.163230348122938e-06 1.6847359202347306e-05
4900.8681 1.2338398200139648e-05 1.8179240723417216e-05 2.8370427337920546e-06 7.149243991809259e-06 1.6750870365202393e-05
4901.7683 1.2248040579487855e-05 1.8075602644196135e-05 2.836352663178674e-06 7.152886061612816e-06 1.6771602780012362e-05
4902.6684 1.243754118024278e-05 1.8263840624765165e-05 2.8380611336292196e-06 7.160482416441689e-06 1.683919699855289e-05
4903.569 1.242058784046886e-05 1.8289047941662647e-05 2.8377606359239255e-06 7.156787069445324e-06 1.6811406151234364e-05
4904.4692 1.2178231641839873e-05 1.8106905862143966e-05 2.835400956265251e-06 7.147548147968742e-06 1.6748380140092015e-05
4905.3693 1.2170977997811091e-05 1.810874096853848e-05 2.8348330516005333e-06 7.150421049347924e-06 1.677269623560762e-05
4906.2695 1.2542207544906086e-05 1.842184605379288e-05 2.836602068879131e-06 7.1614514411917745e-06 1.686055097927339e-05
4907.1696 1.2931835550572942e-05 1.8751239225520287e-05 2.838367046906744e-06 7.16696207485083e-06 1.6932165486123123e-05
4908.0702 1.2963715332077414e-05 1.8789583141087934e-05 2.8386986328448486e-06 7.174906612808645e-06 1.697957241136939e-05
4908.9704 1.267467354494601e-05 1.8570906119041267e-05 2.837588907005643e-06 7.168165105024334e-06 1.696648143077558e-05
4909.8705 1.2281500143992302e-05 1.826355789392139e-05 2.8351798150744166e-06 7.1371178117966296e-06 1.6838362517442203e-05
4910.7707 1.1845074403007058e-05 1.7911378666516022e-05 2.8318862239973907e-06 7.116428079227725e-06 1.6703496570848665e-05
4911.6708 1.1560524015656289e-05 1.7682519654755663e-05 2.828861346912198e-06 7.110372389578846e-06 1.6637359176631844e-05
4912.5714 1.1688940404855115e-05 1.779183910432448e-05 2.8282837201241186e-06 7.1130398632303445e-06 1.6669062226330875e-05
4913.4716 1.2085415084910646e-05 1.8099490349089374e-05 2.8303467493507613e-06 7.136765369828945e-06 1.680697246868696e-05
4914.3717 1.2404896256453546e-05 1.8320410913237753e-05 2.8317875679181173e-06 7.1466300427753695e-06 1.6863232424564368e-05
4915.2719 1.2619041682990078e-05 1.846642706049436e-05 2.83189218000843e-06 7.141420913464032e-06 1.687568565172398e-05
4916.172 1.2859265318169939e-05 1.8696433946356776e-05 2.8319111092449504e-06 7.145960619737911e-06 1.6932632204006712e-05
4917.0726 1.298006785538107e-05 1.8853291503421384e-05 2.8313587283166403e-06 7.1423317755457e-06 1.6925323706851575e-05
4917.9728 1.274037048846457e-05 1.8709576172191616e-05 2.829461115970274e-06 7.138395770328994e-06 1.6923609663107843e-05
4918.8729 1.2105041959360435e-05 1.8217039590387926e-05 2.824642247071338e-06 7.120358737313789e-06 1.6804732708848713e-05
4919.773 1.128417319672489e-05 1.755638942117337e-05 2.8175822878230727e-06 7.083577416937458e-06 1.6553645050149873e-05
4920.6732 1.0653046717010807e-05 1.700316048789182e-05 2.8116888271121323e-06 7.052449720123321e-06 1.6358531564272757e-05
4921.5738 1.0487612251810246e-05 1.676318521686612e-05 2.8099760481786546e-06 7.048878163314787e-06 1.6324674772836146e-05
4922.474 1.0883768040493875e-05 1.6986967217575176e-05 2.8125810104534107e-06 7.065257163328753e-06 1.642420112864492e-05
4923.3741 1.1498271958044235e-05 1.7454166091778795e-05 2.8147019792896412e-06 7.0717512194788235e-06 1.6548265740397838e-05
4924.2742 1.172053387361272e-05 1.7643965487475986e-05 2.8113611275736327e-06 7.0500116708931755e-06 1.6542645947210785e-05
4925.1744 1.154069686727906e-05 1.7526072662923978e-05 2.8070583889813995e-06 7.032058158943902e-06 1.646105955522597e-05
4926.075 1.1563368687745082e-05 1.7589554666279924e-05 2.8093897314521846e-06 7.049811233664694e-06 1.651975888910479e-05
4926.9752 1.2045417260263573e-05 1.80326387823652e-05 2.815436952307292e-06 7.078399648554935e-06 1.6712038257481816e-05
4927.8753 1.2528962372330846e-05 1.8479709018834913e-05 2.818799733286687e-06 7.100776816993696e-06 1.6874534185609522e-05
4928.7754 1.271116939607682e-05 1.8652396279624258e-05 2.8189599745025475e-06 7.110676316055967e-06 1.6922370249040287e-05
4929.6756 1.2861897281189637e-05 1.8765115251953903e-05 2.8183381617759766e-06 7.109961023310943e-06 1.6935127986152553e-05
4930.5762 1.304057932744464e-05 1.891219628714699e-05 2.8178287691040173e-06 7.113708411045229e-06 1.6972321661947108e-05
4931.4763 1.3051101702677691e-05 1.8932826564674088e-05 2.817270708224134e-06 7.118426433942358e-06 1.700270925126416e-05
4932.3765 1.297988604107953e-05 1.8883860142880097e-05 2.816612195753112e-06 7.118643243208375e-06 1.70087776313176e-05
4933.2766 1.2758516882257833e-05 1.8696665461681797e-05 2.8140991249145073e-06 7.099491251148445e-06 1.691931745275817e-05
4934.1768 1.2193124161069916e-05 1.8186723193169763e-05 2.809160234743838e-06 7.064145812515802e-06 1.670387325447816e-05
4935.0774 1.1751033748649982e-05 1.7772772670140718e-05 2.8056829601868065e-06 7.0465485231517326e-06 1.6553749943515558e-05
4935.9775 1.1988911837412645e-05 1.7985014988540907e-05 2.8081269791188777e-06 7.06550835869557e-06 1.664942858744058e-05
4936.8777 1.243076503250061e-05 1.842010426914342e-05 2.813498339573174e-06 7.09809034653792e-06 1.684016626486411e-05
4937.7778 1.2359678964725815e-05 1.8437910530884282e-05 2.815556493264983e-06 7.1021595245973705e-06 1.686505551275022e-05
4938.678 1.181721413958732e-05 1.8041344708522494e-05 2.813405991155556e-06 7.073398608272193e-06 1.671177418795533e-05
4939.5786 1.1289373864183288e-05 1.7611997171778395e-05 2.8105433457821926e-06 7.051426081964602e-06 1.6569353193605263e-05
4940.4787 1.127325290737779e-05 1.7579905003010997e-05 2.8102474408897475e-06 7.045314736911824e-06 1.6534642951133517e-05
4941.3789 1.1871732918949061e-05 1.8057615198968096e-05 2.8137795733497958e-06 7.071888408698737e-06 1.6690779806206825e-05
4942.279 1.2557199358656245e-05 1.8596659261333885e-05 2.8180351760141006e-06 7.115982532372694e-06 1.692112169056134e-05
4943.1792 1.285043540440545e-05 1.8786007158306184e-05 2.8197870311152818e-06 7.1329258304052195e-06 1.7016643834350238e-05
4944.0798 1.294950096168616e-05 1.8836366522461626e-05 2.820337321487307e-06 7.136628795184682e-06 1.7045017390722628e-05
4944.9799 1.3075321606508236e-05 1.8959030730152678e-05 2.8210672484616086e-06 7.1445335970978685e-06 1.709623188893048e-05
4945.8801 1.3005123851715813e-05 1.894049794222598e-05 2.820778608044599e-06 7.134184449350314e-06 1.705422897265486e-05
4946.7802 1.2721824591399493e-05 1.8739845049225116e-05 2.8194517648397605e-06 7.1268046247568866e-06 1.6968543580726395e-05
4947.6804 1.2627656079411588e-05 1.8661730641728946e-05 2.8190344741047805e-06 7.136595427465596e-06 1.6963947191524684e-05
4948.581 1.2830717737230208e-05 1.882290997186366e-05 2.8203333235024762e-06 7.141831860566576e-06 1.7017470187343927e-05
4949.4811 1.3013698741946862e-05 1.8975142033352724e-05 2.8218089749267993e-06 7.14719219388477e-06 1.7068116495981274e-05
4950.3813 1.3038492594442546e-05 1.9007921499347497e-05 2.8221648402255774e-06 7.1492407453468015e-06 1.708068938806161e-05
4951.2814 1.3052652123891731e-05 1.9030893580081137e-05 2.8224916587405928e-06 7.149745522043271e-06 1.708883267042464e-05
4952.1816 1.3132068413635682e-05 1.909110030385236e-05 2.8264749519423295e-06 7.161965182777179e-06 1.713823892954358e-05
4953.0822 1.3100841931414594e-05 1.9049780086001898e-05 2.858122141776823e-06 7.185456460961787e-06 1.7130213195316595e-05
4953.9823 1.2924773246254919e-05 1.899942855973099e-05 3.061303050977913e-06 7.362642381181455e-06 1.7220041368012895e-05
4954.8825 1.2904852293609723e-05 1.9514574148111504e-05 4.050722536600907e-06 8.357389910753993e-06 1.8221516317603825e-05
4955.7826 1.3299777657650939e-05 2.1679193457630815e-05 7.710938443035216e-06 1.2034616479603589e-05 2.19315874193471e-05
4956.6827 1.423257184372997e-05 2.748831848395797e-05 1.7954548088977173e-05 2.227322384688924e-05 3.214682308420053e-05
4957.5834 1.5696891291931197e-05 3.919678914728393e-05 3.93122165062206e-05 4.359941253551364e-05 5.329454142350639e-05
4958.4835 1.793292053396926e-05 5.676623824716456e-05 7.130783980927675e-05 7.55474319582083e-05 8.49386511945899e-05
4959.3837 2.1066108403611748e-05 7.489515560883529e-05 0.00010293544014600432 0.00010716486357191213 0.00011651440108703684
4960.2838 2.347997700726716e-05 8.369987595401707e-05 0.00011679076385223935 0.00012107756889429851 0.0001307576652675159
4961.1839 2.308322582810396e-05 7.700044507719132e-05 0.00010385979196467767 0.00010819004106463264 0.00011813020816179825
4962.0846 2.0141967591581073e-05 5.9180273256021034e-05 7.255515904028275e-05 7.687618270320413e-05 8.683741373498415e-05
4962.9847 1.6761193593854046e-05 4.053380549139027e-05 4.030760387170746e-05 4.461599102451016e-05 5.4525696001038735e-05
4963.8849 1.4528306441428499e-05 2.7973196356856045e-05 1.851151247312766e-05 2.282485433527622e-05 3.273144641260303e-05
4964.785 1.3499213821239537e-05 2.1925584449145626e-05 7.934101125178544e-06 1.2253876187593951e-05 2.220141902227854e-05
4965.6851 1.2898112835284072e-05 1.9551439455699613e-05 4.115057966315923e-06 8.426158987344544e-06 1.8347529790482947e-05
4966.5858 1.2372118797517775e-05 1.861631420266259e-05 3.0696695439418445e-06 7.355401512235293e-06 1.715338889476555e-05
4967.4859 1.2129119377655241e-05 1.8332667364220906e-05 2.8506273764906198e-06 7.1267538148034045e-06 1.68558021364606e-05
4968.3861 1.2160508992436754e-05 1.8349256737999153e-05 2.8155131524611974e-06 7.0945277485668055e-06 1.6833729841766127e-05
4969.2862 1.2216874090868562e-05 1.8387147391067452e-05 2.8113421191030908e-06 7.082640698562487e-06 1.682805414368626e-05
4970.1863 1.227383914303733e-05 1.8431676277383486e-05 2.8110082907144317e-06 7.0847747067484195e-06 1.6864417183495804e-05
4971.087 1.233978552960908e-05 1.8487034650985143e-05 2.8111668441171183e-06 7.104659825632767e-06 1.6934789245798278e-05
4971.9871 1.2440810615395574e-05 1.8555295294219837e-05 2.8115651805258806e-06 7.1169450007490196e-06 1.6969659160036547e-05
4972.8872 1.2652711700554534e-05 1.8722676481566932e-05 2.8117326581524047e-06 7.119852217637799e-06 1.6997572036679245e-05
4973.7874 1.2830102274010845e-05 1.8878994253218365e-05 2.8113054263753775e-06 7.1177016411474294e-06 1.699855232848157e-05
4974.6875 1.2933046274253871e-05 1.8986623958325265e-05 2.8110743383393764e-06 7.117729963344017e-06 1.7014694706399015e-05
4975.5882 1.303553640427525e-05 1.910296533985021e-05 2.8117009691430996e-06 7.125013693981973e-06 1.707609067584833e-05
4976.4883 1.303529758915684e-05 1.9088826926402733e-05 2.8121151524067093e-06 7.123735675825378e-06 1.7066532514779718e-05
4977.3884 1.2933872544303516e-05 1.896604781951872e-05 2.8115742272907094e-06 7.113672212561243e-06 1.699949918654196e-05
4978.2886 1.27749345512121e-05 1.8833656138146332e-05 2.810197756148197e-06 7.1060014941933505e-06 1.6966285849189255e-05
4979.1887 1.2489251472614344e-05 1.8629036174341857e-05 2.8080987815463837e-06 7.092647328218485e-06 1.6913693969472374e-05
4980.0894 1.2243743133462887e-05 1.8468329604301934e-05 2.806298402339386e-06 7.0854600944743745e-06 1.686694931015101e-05
4980.9895 1.2205442100181467e-05 1.8457965461314905e-05 2.8051775684767705e-06 7.0885743133855504e-06 1.685619355542463e-05
4981.8896 1.211686561867202e-05 1.834920541669825e-05 2.8026811290380575e-06 7.076578207522178e-06 1.6791041301431668e-05
4982.7898 1.166983641792027e-05 1.79341692845953e-05 2.7978288894368147e-06 7.043229887485252e-06 1.662017304208769e-05
4983.6899 1.1072392119408787e-05 1.7455155583439596e-05 2.7930939919839845e-06 7.0136711293002936e-06 1.643818574056073e-05
4984.5905 1.0849778914289729e-05 1.7332427019108407e-05 2.791850783423547e-06 7.011831239195305e-06 1.640437225385293e-05
4985.4907 1.1091252488927602e-05 1.756708735567458e-05 2.7936135183962093e-06 7.023482761098224e-06 1.647662741884647e-05
4986.3908 1.1466793997109136e-05 1.7875662805205978e-05 2.796175048852519e-06 7.031457536690824e-06 1.656068285526388e-05
4987.291 1.1905739063088796e-05 1.8226468814046294e-05 2.799350633018725e-06 7.045012297919835e-06 1.6686540046811943e-05
4988.1911 1.243578534059153e-05 1.8635960059356955e-05 2.802693334542118e-06 7.071228888356849e-06 1.6857856693420174e-05
4989.0917 1.2743805059138355e-05 1.884876030557864e-05 2.804298752563984e-06 7.090434908082538e-06 1.697027031033724e-05
4989.9919 1.2690001797535665e-05 1.8752293743713692e-05 2.8035107503364705e-06 7.089028809447264e-06 1.696614912443356e-05
4990.892 1.2487992425689636e-05 1.8548624922740115e-05 2.8012096275170025e-06 7.0804493749209905e-06 1.6911699774026273e-05
4991.7922 1.2269829722218182e-05 1.8376413376418458e-05 2.7983802995545694e-06 7.068000377814182e-06 1.6830641732113907e-05
4992.6923 1.2230123406764804e-05 1.8396534209978636e-05 2.79669942826281e-06 7.0544988327249975e-06 1.676895180590337e-05
4993.5929 1.2399365937724046e-05 1.8597168745674506e-05 2.796786050908068e-06 7.045581196377299e-06 1.678267602317931e-05
4994.4931 1.2406322096320538e-05 1.8604286972275265e-05 2.7964330558456495e-06 7.0398665225009315e-06 1.6782606542126793e-05
4995.3932 1.2332152576020226e-05 1.851432408310293e-05 2.7957782557921515e-06 7.047545440081764e-06 1.6788596093317138e-05
4996.2934 1.2514486337448523e-05 1.8668461322486374e-05 2.7964431617736687e-06 7.066055800554294e-06 1.6877602679743237e-05
4997.1935 1.2727838428467785e-05 1.883247749379657e-05 2.7970208988951705e-06 7.070336431174879e-06 1.694869414883776e-05
4998.0941 1.2747903435006654e-05 1.881052981182062e-05 2.7962120686316767e-06 7.067200878656019e-06 1.6962080166342854e-05
4998.9943 1.2648445413147947e-05 1.8742519276877402e-05 2.794592149656539e-06 7.064786635209511e-06 1.6940407317773372e-05
4999.8944 1.2385369372058843e-05 1.85609648285814e-05 2.7980055907128785e-06 7.053356865894741e-06 1.6848962662093224e-05
5000.7946 1.2012921848821251e-05 1.827001873723864e-05 2.854235714517309e-06 7.089657764318825e-06 1.6775590934181513e-05
5001.6947 1.180452078226632e-05 1.8288041279346093e-05 3.255440934752362e-06 7.485530779041663e-06 1.71168521706498e-05
5002.5953 1.1953298736280058e-05 1.948028072380071e-05 5.347878052697312e-06 9.580517169873209e-06 1.9223628421273774e-05
5003.4955 1.2862414327104735e-05 2.4375759755252207e-05 1.3643208613621327e-05 1.7877888644817693e-05 2.7565635001265174e-05
