wavelength spec_bulge spec_disk spec_clump1 spec_clump2 spec_clump3
5663.3711 1.4171048328216947e-05 2.088954209477475e-05 2.6134897954743253e-06 6.548465404199503e-06 1.6678234333085795e-05
5664.2717 1.408354497563795e-05 2.0778027183130746e-05 2.6122606030412843e-06 6.544428542213704e-06 1.662307976035498e-05
5665.1719 1.4376063857944952e-05 2.1074558773374425e-05 2.6136569506856227e-06 6.562188365516162e-06 1.6674623170111234e-05
5666.072 1.4741559889767512e-05 2.142931060249829e-05 2.61579250941275e-06 6.581252923533898e-06 1.67872622974817e-05
5666.9721 1.4858266812480374e-05 2.1522629398680728e-05 2.6161563952085123e-06 6.58195629018281e-06 1.6847198559963752e-05
5667.8723 1.4689670427545656e-05 2.1334190491782914e-05 2.614957645642982e-06 6.5681288723301645e-06 1.679789604115105e-05
5668.7729 1.446471914426635e-05 2.1104912100960308e-05 2.6139414531910373e-06 6.558483591153595e-06 1.6742605498700807e-05
5669.6731 1.4412749394443451e-05 2.1047897359791512e-05 2.613767118378354e-06 6.559929863774627e-06 1.6736833970947656e-05
5670.5732 1.4502009748331582e-05 2.1138146679675862e-05 2.614574360849994e-06 6.5639742064149386e-06 1.674992296159133e-05
5671.4733 1.459986819021371e-05 2.125261764231326e-05 2.6158527492569807e-06 6.567095174806702e-06 1.677966229253231e-05
5672.3735 1.471260461538892e-05 2.135116253093263e-05 2.616968046261792e-06 6.574105211339988e-06 1.683877148718248e-05
5673.2741 1.49341708220105e-05 2.155109092730018e-05 2.618002581953321e-06 6.587603044682901e-06 1.692795543122984e-05
5674.1743 1.520902831249022e-05 2.1803402223232546e-05 2.6187029563584226e-06 6.597830685516087e-06 1.697496769702605e-05
5675.0744 1.5317163261161246e-05 2.189149500748749e-05 2.6191219287019103e-06 6.595488114258088e-06 1.693757211848911e-05
5675.9746 1.5179251669875125e-05 2.1770490135224717e-05 2.619365122345496e-06 6.588350918966201e-06 1.6897453203520052e-05
5676.8747 1.5039492149729369e-05 2.165941211001966e-05 2.619662493476727e-06 6.585920407880414e-06 1.689330399351886e-05
5677.7753 1.5125070756781797e-05 2.174632343998091e-05 2.6204907181400054e-06 6.588277483673999e-06 1.6898245546680804e-05
5678.6755 1.5237610848367877e-05 2.1834441352733858e-05 2.6213711686077995e-06 6.589013454098738e-06 1.6894496963009967e-05
5679.5756 1.5137813010795304e-05 2.1731250845585635e-05 2.6217626365613377e-06 6.58503216629041e-06 1.686974032775994e-05
5680.4758 1.4973684114144933e-05 2.1584540109482812e-05 2.622630565335574e-06 6.581339807489969e-06 1.68585545873226e-05
5681.3759 1.4948128000579506e-05 2.1572224404919776e-05 2.6241182509935213e-06 6.583186842220481e-06 1.6879196746117352e-05
5682.2765 1.4910409944928284e-05 2.158003649350734e-05 2.6251961965969054e-06 6.5856128336517075e-06 1.6883745106462337e-05
5683.1767 1.4638242682576726e-05 2.1373465799559294e-05 2.625321963168105e-06 6.576711603565771e-06 1.6832524772457623e-05
5684.0768 1.436339558179637e-05 2.1132867382723284e-05 2.6252716165405976e-06 6.567446902604615e-06 1.6777560887681954e-05
5684.977 1.4402312235905461e-05 2.1147557012289326e-05 2.6259867103973844e-06 6.565607313802567e-06 1.6758037355401102e-05
5685.8771 1.4623763198070031e-05 2.128505325985855e-05 2.627711137890352e-06 6.5709352797634924e-06 1.6746513773141427e-05
5686.7777 1.4713791990163936e-05 2.1374540348886646e-05 2.630188470202836e-06 6.574913785351472e-06 1.674820039949531e-05
5687.6779 1.454918187523831e-05 2.126828016530879e-05 2.6321217146760216e-06 6.569644122341532e-06 1.674455523895756e-05
5688.578 1.4326883181555314e-05 2.1085987872849985e-05 2.6333971531587393e-06 6.566961804284494e-06 1.672493797200463e-05
5689.4782 1.4287990135793607e-05 2.1039969390665866e-05 2.635223999309523e-06 6.571466431543435e-06 1.672405953280574e-05
5690.3783 1.4486050358516014e-05 2.1192901179728978e-05 2.637037545703355e-06 6.580209023414964e-06 1.678429568855366e-05
5691.2789 1.4773244621268687e-05 2.1455616031149663e-05 2.6379088419484566e-06 6.590864491929145e-06 1.6865169156010066e-05
5692.1791 1.4968166922355637e-05 2.163895815752102e-05 2.6382459776781077e-06 6.5985780556655124e-06 1.690532762386328e-05
5693.0792 1.5115476692537687e-05 2.17659886906859e-05 2.637998677035593e-06 6.602913082152741e-06 1.6923544040735812e-05
5693.9794 1.5227174510186468e-05 2.1875020102513637e-05 2.637784478923018e-06 6.604001857418089e-06 1.6947140362516297e-05
5694.8795 1.5192405536637359e-05 2.1857602226971946e-05 2.6373617349849416e-06 6.599158866281379e-06 1.6933971758727948e-05
5695.7801 1.5080579629953766e-05 2.177618254407893e-05 2.6365495695188414e-06 6.594375191476221e-06 1.6890129672035573e-05
5696.6803 1.506417197437147e-05 2.177034241605888e-05 2.635753206450989e-06 6.593129361217259e-06 1.6879950304536247e-05
5697.5804 1.5132315056249378e-05 2.180078889209415e-05 2.6356157995784926e-06 6.598574431317862e-06 1.6920263750483294e-05
5698.4806 1.5068740199426582e-05 2.1712881783074602e-05 2.635612577305611e-06 6.596654789202522e-06 1.6931000277868824e-05
5699.3807 1.4818120320490758e-05 2.1478206899793163e-05 2.6343231923449705e-06 6.580768179927116e-06 1.68432219688177e-05
5700.2813 1.4655151766822965e-05 2.1356846553486098e-05 2.6327363485048112e-06 6.5739850929915645e-06 1.678779784148531e-05
5701.1815 1.4612399472762896e-05 2.1349299850492036e-05 2.631504878153971e-06 6.571333206503332e-06 1.6782720268635882e-05
5702.0816 1.4448881110064155e-05 2.1210379028990115e-05 2.6302344521333737e-06 6.560389390195582e-06 1.6738327694259506e-05
5702.9818 1.4267673986969165e-05 2.1038208159927284e-05 2.6294295010549842e-06 6.553670391139509e-06 1.6704963126233112e-05
5703.8819 1.4343474915481396e-05 2.1084601676176228e-05 2.6292668433156003e-06 6.559958667257046e-06 1.672190715908459e-05
5704.7825 1.4635533447014852e-05 2.1331685298853566e-05 2.629376792495058e-06 6.567857653398348e-06 1.677280965682043e-05
5705.6827 1.482022661578465e-05 2.1516971656439653e-05 2.6292017888877772e-06 6.5680069690515265e-06 1.681741230904993e-05
5706.5828 1.46712446102735e-05 2.14101106864915e-05 2.628289740836667e-06 6.5612990872375774e-06 1.6802426035934764e-05
5707.483 1.433659394595427e-05 2.113092875674788e-05 2.627107356012086e-06 6.5546516620673615e-06 1.6763993182581623e-05
5708.3831 1.4100415829226228e-05 2.0936070731481216e-05 2.6257054962645133e-06 6.54129278328617e-06 1.669532802826474e-05
5709.2838 1.3904692668367455e-05 2.0749819243703476e-05 2.6238179057209494e-06 6.525651680603297e-06 1.6584855887662175e-05
5710.1839 1.369837354609403e-05 2.0531369350541895e-05 2.6216501352200497e-06 6.511043128518043e-06 1.6478639021131282e-05
5711.084 1.3713843563973491e-05 2.0525425976151607e-05 2.62042507959831e-06 6.50526915295429e-06 1.6459409432986737e-05
5711.9842 1.3868855636719197e-05 2.0670549036614743e-05 2.6203687780636215e-06 6.512041235954857e-06 1.6520932871912447e-05
5712.8843 1.3917932358786267e-05 2.0706030350011432e-05 2.6200886874775714e-06 6.5183938236456545e-06 1.6550131653852583e-05
5713.785 1.412330151627362e-05 2.0918578123637926e-05 2.62073477091941e-06 6.530827380919837e-06 1.662882465199047e-05
5714.6851 1.4579755265123226e-05 2.1385274734965744e-05 2.622100614393572e-06 6.554414943912631e-06 1.6768387901044716e-05
5715.5852 1.4883614621518701e-05 2.166471567591346e-05 2.6223055049400515e-06 6.568745219938364e-06 1.6829059206256957e-05
5716.4854 1.4966208678562676e-05 2.1706127695160698e-05 2.6214845998888505e-06 6.57371576603323e-06 1.6831774979083997e-05
5717.3855 1.5046421407782269e-05 2.1753856809960556e-05 2.620672761676877e-06 6.5758841665094644e-06 1.6864697376525854e-05
5718.2862 1.5090206629037581e-05 2.1778201350631345e-05 2.6199429638509282e-06 6.569734303337874e-06 1.6875822039465635e-05
5719.1863 1.5062344159032433e-05 2.175171108914255e-05 2.6191939647016973e-06 6.565425871220635e-06 1.68707836273532e-05
5720.0864 1.5124791493198952e-05 2.182420414961446e-05 2.6187956646900042e-06 6.5723627836438706e-06 1.6915028508990155e-05
5720.9866 1.5250448834501737e-05 2.1936748567005397e-05 2.6181948655927453e-06 6.577046079578821e-06 1.6945528667109416e-05
5721.8867 1.5325512210648302e-05 2.199712497976372e-05 2.6175067575506614e-06 6.578225016495399e-06 1.6957326015660713e-05
5722.7874 1.541572521735802e-05 2.2079281033226838e-05 2.6173531852322107e-06 6.580830958478562e-06 1.69786962856109e-05
5723.6875 1.552760665900486e-05 2.2167828451405753e-05 2.6171377562506456e-06 6.585168949462378e-06 1.6999172169220823e-05
5724.5876 1.5569568512796497e-05 2.2185859641212474e-05 2.616637240367948e-06 6.585397834704394e-06 1.6985019150839352e-05
5725.4878 1.5541997247019635e-05 2.2161784979146355e-05 2.6160474887814738e-06 6.58140114199279e-06 1.6952959776249907e-05
5726.3879 1.5478055774148215e-05 2.2109575637093223e-05 2.6153798527419883e-06 6.575402425233163e-06 1.6922891541887646e-05
5727.2886 1.5303633617347465e-05 2.1929975380417293e-05 2.6145730076547403e-06 6.564544299277326e-06 1.6879193091300265e-05
5728.1887 1.5045787688455391e-05 2.1657983273937887e-05 2.613766126377525e-06 6.552783865312288e-06 1.685456707176163e-05
5729.0889 1.4988951639773654e-05 2.160599146783625e-05 2.613352599587889e-06 6.552293894568488e-06 1.686354098822825e-05
5729.989 1.521874824733808e-05 2.1854490310338586e-05 2.6131648875956933e-06 6.563025072573573e-06 1.6892419538977777e-05
5730.8891 1.5386131036190533e-05 2.2037694238454043e-05 2.6128989184313254e-06 6.569131856583049e-06 1.6911286463370248e-05
5731.7898 1.5224095783352426e-05 2.1917609959599648e-05 2.61246987713555e-06 6.5622331327621305e-06 1.6901889619109176e-05
5732.6899 1.4923521982033885e-05 2.167053045763697e-05 2.6116687171780847e-06 6.551526376704035e-06 1.684527205751173e-05
5733.5901 1.4900750954457213e-05 2.167675302983652e-05 2.611463763267381e-06 6.553669999841667e-06 1.684165741418081e-05
5734.4902 1.5177757694586222e-05 2.1919758597782154e-05 2.6122365298821975e-06 6.5637391427311566e-06 1.6926266212181965e-05
5735.3903 1.54183643065162e-05 2.209269250050938e-05 2.6125942684937467e-06 6.565732518092019e-06 1.6962573987507512e-05
5736.291 1.548383041930776e-05 2.2155856046744616e-05 2.612505790469148e-06 6.5673753620907225e-06 1.695665836740319e-05
5737.1911 1.543557141267253e-05 2.2111855714092926e-05 2.6121009425320754e-06 6.569034855734346e-06 1.6933591478909805e-05
5738.0913 1.534123537472283e-05 2.202041513274337e-05 2.6119089922374224e-06 6.565927467861277e-06 1.6939067553506037e-05
5738.9914 1.5281206224038688e-05 2.1984807714761996e-05 2.6120738919861465e-06 6.56431590908192e-06 1.6981228411037336e-05
5739.8915 1.527389592151847e-05 2.1983365367967112e-05 2.611607570844569e-06 6.559512880433825e-06 1.6946741445677614e-05
5740.7922 1.527455607781276e-05 2.1962866376758686e-05 2.6109863034031513e-06 6.555026187727769e-06 1.6906912838250264e-05
5741.6923 1.5285286341607337e-05 2.1930830057921762e-05 2.610626112285988e-06 6.551866215608912e-06 1.6903627690913048e-05
5742.5925 1.5275915844857745e-05 2.1908627439541723e-05 2.6104982006721067e-06 6.550484674254178e-06 1.6887526812921296e-05
5743.4926 1.520857323135352e-05 2.1868747633349054e-05 2.6105270351242057e-06 6.55389653207026e-06 1.6907368879433922e-05
5744.3928 1.515676348928472e-05 2.1850939823202107e-05 2.6103486387192947e-06 6.556159599758053e-06 1.695769039856808e-05
5745.2934 1.5266618806695317e-05 2.1949505101099184e-05 2.6101373957819914e-06 6.55825082665838e-06 1.696925854538317e-05
5746.1935 1.5493571684695262e-05 2.2144674793254877e-05 2.610272834358067e-06 6.56009164820633e-06 1.6933642257021975e-05
5747.0937 1.560909807904293e-05 2.2257568176898573e-05 2.610319345276295e-06 6.5590652639964185e-06 1.689217637103592e-05
5747.9938 1.5429737851065045e-05 2.2127761359458684e-05 2.6097104403405025e-06 6.552527358063705e-06 1.686791119413544e-05
5748.894 1.5040465234134608e-05 2.1809255996295394e-05 2.608700523894786e-06 6.53675065760215e-06 1.6816226018655417e-05
5749.7946 1.4869709929497477e-05 2.165831425258613e-05 2.609886963304508e-06 6.536766180523205e-06 1.682529130324279e-05
5750.6947 1.511505241296787e-05 2.1877075819135652e-05 2.618371021567389e-06 6.562711144690194e-06 1.6928621311765387e-05
5751.5949 1.5440326977768254e-05 2.217323569661852e-05 2.6471083930883526e-06 6.602629968034209e-06 1.7006033033747636e-05
5752.495 1.5461536850961574e-05 2.2214475836857626e-05 2.7258124132748468e-06 6.674311300073043e-06 1.706168156302267e-05
5753.3952 1.5121372812533133e-05 2.1993172711943306e-05 2.8931281382010264e-06 6.825712456265577e-06 1.7149296912802793e-05
5754.2958 1.46548621320559e-05 2.175328675790967e-05 3.153152007394191e-06 7.070631524372604e-06 1.7298315568521783e-05
5755.1959 1.44139113649083e-05 2.1697494380806542e-05 3.4225755307369344e-06 7.329882850846863e-06 1.7486421061093783e-05
5756.0961 1.462279328776344e-05 2.191811893055286e-05 3.5571226587610524e-06 7.4679349097217165e-06 1.764012004057882e-05
5756.9962 1.5119252445265335e-05 2.2290927989227445e-05 3.469292344031642e-06 7.397320827286391e-06 1.7630054669582415e-05
5757.8964 1.5500478524864066e-05 2.2497254355777002e-05 3.2164886649378433e-06 7.156686837871177e-06 1.7434355862581633e-05
5758.797 1.5635690416625748e-05 2.2498424611836567e-05 2.9431393877895123e-06 6.890113659801228e-06 1.7232584533845494e-05
5759.6971 1.559762803123931e-05 2.2399645468951322e-05 2.752187306520784e-06 6.700402856521845e-06 1.70840634325821e-05
5760.5973 1.5414335274676645e-05 2.22078288413201e-05 2.6564093149174788e-06 6.597814440830569e-06 1.698212947653613e-05
5761.4974 1.5135597651120518e-05 2.197719185008777e-05 2.6203428535163496e-06 6.556566957220957e-06 1.6922875413800005e-05
5762.3976 1.4836409242822146e-05 2.174621869434293e-05 2.6095000892672118e-06 6.537987698019202e-06 1.6868807016380587e-05
5763.2982 1.456863807121012e-05 2.1518195421842343e-05 2.6062488943090864e-06 6.5214817718418984e-06 1.6794221166373158e-05
5764.1983 1.4503444707980306e-05 2.14200595673428e-05 2.604923785255165e-06 6.513390945739456e-06 1.6726278520074414e-05
5765.0985 1.4848655896920925e-05 2.1694333360334057e-05 2.6055306231138286e-06 6.528220509382766e-06 1.6767849214265654e-05
5765.9986 1.5372108025620382e-05 2.213673084648158e-05 2.6075016800225037e-06 6.548811402151064e-06 1.6866266258612232e-05
5766.8988 1.5656766010839626e-05 2.2347511952723268e-05 2.6087652769178137e-06 6.553283695152421e-06 1.6914485543254743e-05
5767.7994 1.5708877461187334e-05 2.2367646463856196e-05 2.609033071987101e-06 6.557188544019329e-06 1.6923542512800654e-05
5768.6995 1.5709522729414392e-05 2.2364313250534813e-05 2.609132953954974e-06 6.561216403353583e-06 1.6948584672020154e-05
5769.5997 1.5671154560207555e-05 2.234223983057476e-05 2.6090623083671572e-06 6.557777050788122e-06 1.6957070246057727e-05
5770.4998 1.559951728201186e-05 2.2292673347491493e-05 2.6087295785574638e-06 6.552945895033284e-06 1.6934225833732964e-05
5771.4 1.554552237370316e-05 2.2253831543994112e-05 2.608112346436088e-06 6.549099585626335e-06 1.6902753465560707e-05
5772.3006 1.5469195294067336e-05 2.218925962248811e-05 2.6077713281356985e-06 6.547090262691157e-06 1.6898569452873893e-05
5773.2008 1.534249760682675e-05 2.2089007953111373e-05 2.6075891889246504e-06 6.544174921218059e-06 1.6898211934107948e-05
5774.1009 1.5280868597047494e-05 2.205094488902833e-05 2.6072733025086106e-06 6.539838234309121e-06 1.688549268239875e-05
5775.001 1.5267551716243723e-05 2.204293962643758e-05 2.6069028593114285e-06 6.535442043902959e-06 1.6875758842243037e-05
5775.9012 1.5217251563772258e-05 2.1977139661673824e-05 2.606471111035625e-06 6.530672188289394e-06 1.684504697437269e-05
5776.8018 1.526171508789104e-05 2.1995305482646813e-05 2.6066874646185126e-06 6.530900081472068e-06 1.6846264881466266e-05
5777.702 1.5429758755425386e-05 2.2112352965148694e-05 2.607196533411766e-06 6.538759808596636e-06 1.6902443921953198e-05
5778.6021 1.5550656046372797e-05 2.219040542000235e-05 2.607161006299608e-06 6.544508942056121e-06 1.6923656788179602e-05
5779.5022 1.5540568440328835e-05 2.216374276760416e-05 2.606744089125234e-06 6.540755602608224e-06 1.6906093082064023e-05
5780.4024 1.5364120975546452e-05 2.199668077546623e-05 2.6059988578260813e-06 6.52964787410924e-06 1.6877651334357262e-05
5781.303 1.4941861198537645e-05 2.160782025975267e-05 2.6048432620691747e-06 6.513036135789679e-06 1.6802915289743573e-05
5782.2032 1.4423462371801986e-05 2.1110943491535566e-05 2.603530131783745e-06 6.492255794667017e-06 1.6674066387187868e-05
5783.1033 1.4191960379942503e-05 2.0909317581195905e-05 2.6029248220662305e-06 6.484605207467923e-06 1.6595343708244327e-05
5784.0034 1.4333289836746983e-05 2.109398244199942e-05 2.6033278412743555e-06 6.497077424432016e-06 1.6636707336110648e-05
5784.9036 1.4481098943042542e-05 2.1295079793835556e-05 2.6037956072924523e-06 6.5027674130572705e-06 1.669236683518273e-05
5785.8042 1.4364471196608096e-05 2.1250842378020106e-05 2.6038859722227007e-06 6.496341644482987e-06 1.6681585234275132e-05
5786.7044 1.4229576446752018e-05 2.1166408161748503e-05 2.6040461281286868e-06 6.493485726640654e-06 1.6705675301342213e-05
5787.6045 1.445986187662164e-05 2.1379342051149428e-05 2.6048791745468134e-06 6.5041824480075015e-06 1.6804516666054236e-05
5788.5047 1.4895149411806138e-05 2.175240782098369e-05 2.6057531572656608e-06 6.517277113586369e-06 1.684977163074843e-05
5789.4048 1.5185911559475397e-05 2.198092451302192e-05 2.6058502280320507e-06 6.522768123003773e-06 1.6829069664744975e-05
5790.3054 1.5320616798262224e-05 2.209415248540176e-05 2.6058378772119532e-06 6.526657881122875e-06 1.6848518700128258e-05
5791.2056 1.5250811505697631e-05 2.2011937365146156e-05 2.6052787009355006e-06 6.5231654496740315e-06 1.682587004146754e-05
5792.1057 1.5008057300987678e-05 2.176595955982066e-05 2.6046407405805733e-06 6.514779716129677e-06 1.6751152033452172e-05
5793.0059 1.4953318010204574e-05 2.174395851640297e-05 2.6047859766431665e-06 6.514688397374391e-06 1.675035488094807e-05
5793.906 1.5157002211581364e-05 2.195452668405374e-05 2.6050818702873135e-06 6.522247008022864e-06 1.680135801770883e-05
5794.8066 1.5367827002154434e-05 2.2122200541148692e-05 2.6054771690284467e-06 6.530252194044439e-06 1.686210744008286e-05
5795.7068 1.55443497992294e-05 2.2237354111850605e-05 2.6060495317255666e-06 6.533331305548244e-06 1.6885064875666412e-05
5796.6069 1.5676847078204483e-05 2.231528053427367e-05 2.6064113193538965e-06 6.5330540664172275e-06 1.688685302018229e-05
5797.5071 1.5591035290038517e-05 2.2220563597500542e-05 2.606055261053213e-06 6.528171195515454e-06 1.6876783972917985e-05
5798.4072 1.5266245462274536e-05 2.193196207068435e-05 2.605022324705745e-06 6.516702915749031e-06 1.6813511858903966e-05
5799.3078 1.5043071066869427e-05 2.1734359051119046e-05 2.604529133143204e-06 6.510161938406863e-06 1.675949481624398e-05
5800.208 1.5244375729017862e-05 2.193653959954705e-05 2.605202355483075e-06 6.51633148739827e-06 1.680637339185847e-05
5801.1081 1.566118656271133e-05 2.2333177336391697e-05 2.6064527881713584e-06 6.533313222977953e-06 1.693090652089576e-05
5802.0083 1.590191846433941e-05 2.2564167189769024e-05 2.607252684004847e-06 6.542836338808173e-06 1.6997081874523325e-05
5802.9084 1.5966416218826077e-05 2.2632653321933163e-05 2.607572084331123e-06 6.542283118439656e-06 1.6989432926928623e-05
5803.809 1.5930553882894328e-05 2.260023931872469e-05 2.607675605795429e-06 6.5430036212017185e-06 1.694950692456709e-05
5804.7092 1.5691063831752634e-05 2.2400259104425858e-05 2.607306259777951e-06 6.537130279331254e-06 1.692111784414655e-05
5805.6093 1.5346478691912828e-05 2.2116861455708572e-05 2.606568906801525e-06 6.526495147959835e-06 1.6903687640905887e-05
5806.5095 1.5187161868814912e-05 2.198596955925157e-05 2.6058742616977294e-06 6.517621067756311e-06 1.6867024407809696e-05
5807.4096 1.5235734876206183e-05 2.2031914349594695e-05 2.6056644015096003e-06 6.516063323161626e-06 1.683166905158221e-05
5808.3102 1.5355191921018064e-05 2.2151163023375644e-05 2.6063688663482213e-06 6.523618160861792e-06 1.684408918854266e-05
5809.2104 1.5460417789337405e-05 2.2235256617724804e-05 2.607283677753535e-06 6.531308368096574e-06 1.6913953403168376e-05
5810.1105 1.5515375423505322e-05 2.226300559691022e-05 2.6074617315621646e-06 6.533986760958255e-06 1.6951038216400084e-05
5811.0107 1.5573498594856918e-05 2.2315688107663933e-05 2.6072382191409946e-06 6.536370020834635e-06 1.6954996969793936e-05
5811.9108 1.5681797711295184e-05 2.2426584554206362e-05 2.6072096003554916e-06 6.540990277355845e-06 1.697997822448301e-05
5812.8114 1.5760910080841327e-05 2.2498950245855188e-05 2.60715363130598e-06 6.545082205903493e-06 1.6994025199057342e-05
5813.7116 1.5758420415767982e-05 2.250311688629815e-05 2.6068653251138614e-06 6.541626837267409e-06 1.695576351098826e-05
5814.6117 1.5711850699588016e-05 2.2478943316065262e-05 2.6065008801989475e-06 6.533681108320732e-06 1.692519197819068e-05
5815.5119 1.559839369122433e-05 2.2391921092452473e-05 2.605879839782973e-06 6.527565071362048e-06 1.690742654705639e-05
5816.412 1.5372078310201153e-05 2.2214523782240072e-05 2.6052735703486315e-06 6.525583108989419e-06 1.6893927478812483e-05
5817.3127 1.5147244667873891e-05 2.206202401486112e-05 2.6051048448834884e-06 6.52562037111829e-06 1.689042707180503e-05
5818.2128 1.5184675391782768e-05 2.212172839427388e-05 2.605369370145327e-06 6.529365821195911e-06 1.690651885934915e-05
5819.1129 1.5537209224901026e-05 2.2402275441763527e-05 2.6060704734387697e-06 6.5424248742991945e-06 1.6958177042296025e-05
5820.0131 1.5885912859934996e-05 2.265359667398978e-05 2.606992645596355e-06 6.554202321386314e-06 1.70360682373725e-05
5820.9132 1.6013992270864675e-05 2.274648559068412e-05 2.6072288789033748e-06 6.5564021625956205e-06 1.7072923034826976e-05
5821.8139 1.6013826796408793e-05 2.2757330233613325e-05 2.6068352406573955e-06 6.5579493400547854e-06 1.7081768230550722e-05
5822.714 1.5969182805876982e-05 2.2735767312563953e-05 2.6064942140886042e-06 6.557179496783877e-06 1.7070941210010393e-05
5823.6141 1.5889627709161816e-05 2.267411598271853e-05 2.606264267025575e-06 6.550111707771155e-06 1.7035067249105256e-05
5824.5143 1.5817121743899803e-05 2.2594816193137325e-05 2.606126496489697e-06 6.541691566089101e-06 1.7006130905440685e-05
5825.4144 1.5820391426436447e-05 2.2593609545934044e-05 2.6062519970058735e-06 6.537329864567013e-06 1.6992261910549126e-05
5826.3151 1.589198311312409e-05 2.267866255093101e-05 2.6065816678194297e-06 6.542325759012119e-06 1.700195733364794e-05
5827.2152 1.5920278365075263e-05 2.2703037804540042e-05 2.6064119190126922e-06 6.549277897711892e-06 1.7011383094165318e-05
5828.1153 1.588263982631195e-05 2.2676377354221625e-05 2.606252429425002e-06 6.5493091831103846e-06 1.705880111669071e-05
5829.0155 1.586279032369028e-05 2.26768104493685e-05 2.6064250646069576e-06 6.547158594239578e-06 1.712436635927155e-05
5829.9156 1.5920447812014884e-05 2.2700106779330203e-05 2.6063188269346736e-06 6.549548205970961e-06 1.712046675094486e-05
5830.8163 1.5995989668590496e-05 2.2732688283441118e-05 2.6058975835603764e-06 6.548679380953037e-06 1.7069483867518348e-05
5831.7164 1.5984365730178382e-05 2.2714141006614997e-05 2.605508831387511e-06 6.541701792573575e-06 1.7032913086469165e-05
5832.6166 1.5914172181237018e-05 2.2677868883329608e-05 2.605178154552621e-06 6.542128109055451e-06 1.7017862938581177e-05
5833.5167 1.5890916513295987e-05 2.2668555629266427e-05 2.605012275755798e-06 6.544992608135078e-06 1.701718832029607e-05
5834.4168 1.5868415202021105e-05 2.2642264058287197e-05 2.6049104150098955e-06 6.539320489086209e-06 1.7024209242147756e-05
5835.3175 1.5749888771004026e-05 2.2559753166853983e-05 2.6047045331452374e-06 6.532448403290616e-06 1.7044632071393646e-05
5836.2176 1.564151547128155e-05 2.2483909335358634e-05 2.604413949724253e-06 6.532982014382643e-06 1.7047965598859193e-05
5837.1178 1.571636823910811e-05 2.254191763208103e-05 2.6042376053285936e-06 6.539577759843426e-06 1.701859330312932e-05
5838.0179 1.5844082997100982e-05 2.2651594904949173e-05 2.6037278448903235e-06 6.540400352874063e-06 1.6992543095761867e-05
5838.918 1.57872112879698e-05 2.261291316283425e-05 2.6028141762967636e-06 6.53501339323779e-06 1.6964685453501785e-05
5839.8187 1.56750099932413e-05 2.253264399449092e-05 2.602455422206474e-06 6.535226517627146e-06 1.6976621136549775e-05
5840.7188 1.574316750341043e-05 2.2589323455861067e-05 2.6025154187085425e-06 6.537360880431885e-06 1.7007899211654486e-05
5841.619 1.5937922052699035e-05 2.2728304106226536e-05 2.6024458415417424e-06 6.541570087999912e-06 1.7037688605314703e-05
5842.5191 1.6081369096757936e-05 2.2835187301488336e-05 2.602464277345842e-06 6.547819055881756e-06 1.7070210407361274e-05
5843.4192 1.612410159011981e-05 2.285515996242888e-05 2.602453206299708e-06 6.549447912739994e-06 1.7078411045024744e-05
5844.3199 1.611066496729381e-05 2.2842612267615364e-05 2.602156437665071e-06 6.543459238104419e-06 1.706043720396712e-05
5845.22 1.6050276238031995e-05 2.2805099904141667e-05 2.6014343577565103e-06 6.533807398841729e-06 1.7023000816047272e-05
5846.1202 1.5940842262746435e-05 2.2721234554408483e-05 2.6008518501090402e-06 6.528875413207052e-06 1.6993481424468204e-05
5847.0203 1.5804734861680598e-05 2.2607375627349458e-05 2.600737160966207e-06 6.525882766599259e-06 1.699375405286235e-05
5847.9205 1.5650969986587505e-05 2.2453547307117128e-05 2.600255864219772e-06 6.517206778246076e-06 1.6952550884995864e-05
5848.8211 1.5546194268689297e-05 2.2376017769756397e-05 2.5998196993808388e-06 6.516306192816159e-06 1.6926697277363012e-05
5849.7212 1.5564376150857233e-05 2.243929991109874e-05 2.600044907983606e-06 6.525046120647466e-06 1.7008091725983034e-05
5850.6214 1.566581185963922e-05 2.253899553026589e-05 2.599960748640672e-06 6.527689152696491e-06 1.7045274725650866e-05
5851.5215 1.5744053462743083e-05 2.258374169450599e-05 2.59934981504912e-06 6.525067537946144e-06 1.7013920295253203e-05
5852.4217 1.5694679431713703e-05 2.2539756933424087e-05 2.5980613387983594e-06 6.522322736182755e-06 1.6996369198623247e-05
5853.3223 1.5472981653478865e-05 2.234053247877698e-05 2.595792246380556e-06 6.510394853666403e-06 1.6957284509500476e-05
5854.2224 1.5185931137559683e-05 2.2032624362716556e-05 2.592850579413177e-06 6.489248569125712e-06 1.6884139915135467e-05
5855.1226 1.5097078136489688e-05 2.1901979851070778e-05 2.5908043361051146e-06 6.479961925067553e-06 1.6839407564819105e-05
5856.0227 1.526837878051655e-05 2.209515745703112e-05 2.590711106521062e-06 6.490271339708223e-06 1.687018114434966e-05
5856.9229 1.536622586600826e-05 2.2271387726684584e-05 2.590869967580292e-06 6.496052720685379e-06 1.689750501894394e-05
5857.8235 1.5110778055485328e-05 2.2091186863242754e-05 2.588870078556114e-06 6.480680724191116e-06 1.6839785550273558e-05
5858.7236 1.470560485911793e-05 2.1707837333784548e-05 2.5854403856532095e-06 6.457446873828655e-06 1.6718318025425068e-05
5859.6238 1.4623142864200356e-05 2.1631108866575904e-05 2.5841553218117047e-06 6.44771410729517e-06 1.6678821918616103e-05
