time SFR_bulge1 SFR_bulge2 SFR_bulge3 SFR_bulge4 SFR_disk SFR_clump1 SFR_clump2 SFR_clump3
0.2 216.53645317858033 0.0 108.26822658929017 67.03200460356393 16.374615061559638 0.0 0.0 0.0
0.21 205.72679946500966 0.0 102.86339973250483 68.98991608058095 17.022269165373928 0.0 0.0 0.0
0.22 195.0135587177077 0.0 97.50677935885385 70.84400631914555 17.655413555174526 0.0 0.0 0.0
0.23 184.47627244995888 0.0 92.23813622497944 72.59761923329648 18.274272857576683 0.0 0.0 0.0
0.24 174.17847031567203 0.0 87.08923515783601 74.2540070167369 18.879068665597284 0.0 0.0 0.0
0.25 164.1699972477976 0.0 82.0849986238988 75.81633246407918 19.470019576785123 0.0 0.0 0.0
0.26 154.48904268581447 0.0 77.24452134290723 77.28767123612526 20.047341230892723 0.0 0.0 0.0
0.27 145.16390751785949 0.0 72.58195375892974 78.6710140704886 20.611246347095037 0.0 0.0 0.0
0.28 136.21454028048822 0.0 68.10727014024411 79.96926893883408 21.161944760760317 0.0 0.0 0.0
0.29 127.65387053086484 0.0 63.82693526543242 81.18526315198329 21.69964345977839 0.0 0.0 0.0
0.3 119.48896408287352 0.0 59.74448204143676 82.32174541410397 22.224546620451537 0.0 0.0 0.0
0.31 111.7220219360234 0.0 55.8610109680117 83.38138782717455 22.736855642952968 0.0 0.0 0.0
0.32 104.35124218461753 0.0 52.175621092308766 84.36678784688777 23.23676918635811 0.0 0.0 0.0
0.33 97.37156193927363 0.0 48.68578096963682 85.28047019113036 23.724483203253563 0.0 0.0 0.0
0.34 90.77529429208694 0.0 45.38764714604347 86.12488870215023 24.200190973928727 0.0 0.0 0.0
0.35000000000000003 84.55267358249182 0.0 42.27633679124591 86.90242816349667 24.664083140154972 0.0 0.0 0.0
0.36 78.6923206482026 0.0 39.3461603241013 87.6154060727949 25.116347738557117 0.0 0.0 0.0
0.37 73.18163835220462 0.0 36.59081917610231 88.26607437139135 25.557170233582124 0.0 0.0 0.0
0.38 68.00714644274343 0.0 34.00357322137172 88.85662113188276 25.986733550069523 0.0 0.0 0.0
0.39 63.1547637109097 0.0 31.57738185545485 89.38917220451859 26.40521810542842 0.0 0.0 0.0
0.4 58.61004444394937 0.0 29.305022221974685 89.86579282344431 26.812801841425575 0.0 0.0 0.0
0.41000000000000003 54.358375317776925 0.0 27.179187658888463 90.28848917372986 27.209660255589096 0.0 0.0 0.0
0.42 50.38513811680513 0.0 25.192569058402565 90.65920992010675 27.595966432232384 0.0 0.0 0.0
0.43 46.67584300197121 0.0 23.337921500985605 90.979847698316 27.97189107310261 0.0 0.0 0.0
0.44 43.216236458800935 0.0 21.608118229400468 91.2522405699479 28.337602527658223 0.0 0.0 0.0
0.45 39.9923875376723 0.0 19.99619376883615 91.4781734416348 28.6932668229798 0.0 0.0 0.0
0.46 36.9907555402516 0.0 18.4953777701258 91.65937944943825 29.039047693318594 0.0 0.0 0.0
0.47000000000000003 34.19824190237627 0.0 17.099120951188134 91.79754130925247 29.375106609286938 0.0 0.0 0.0
0.48 31.602228668236915 0.0 15.801114334118457 91.8942926340269 29.70160280669476 0.0 0.0 0.0
0.49 29.190605638023428 0.0 14.595302819011714 91.9512192185929 30.01869331503639 0.0 0.0 0.0
0.5 26.951787996341867 0.0 13.475893998170934 91.96986029286059 30.326532985631673 0.0 0.0 0.0
0.51 24.8747259873038 0.0 12.4373629936519 91.95170974413497 30.62527451942556 0.0 0.0 0.0
0.52 22.94890799036481 0.0 11.474453995182404 91.89821730928284 30.915068494450107 0.0 0.0 0.0
0.53 21.16435816529932 0.0 10.58217908264966 91.81078973746521 31.196063392952826 0.0 0.0 0.0
0.54 19.511629672086716 0.0 9.755814836043358 91.69079192413356 31.46840562819544 0.0 0.0 0.0
0.55 17.981794329241893 0.0 8.990897164620947 91.53954801697188 31.73223957092677 0.0 0.0 0.0
0.56 16.566429449843522 0.0 8.283214724921761 91.35834249445105 31.987707575533637 0.0 0.0 0.0
0.5700000000000001 15.257602486069004 0.0 7.628801243034502 91.14842121764661 32.23495000587362 0.0 0.0 0.0
0.58 14.047854018543795 0.0 7.0239270092718975 90.91099245595555 32.474105260793316 0.0 0.0 0.0
0.59 12.930179544586709 0.0 6.4650897722933545 90.64722788733371 32.70530979933592 0.0 0.0 0.0
0.6 11.898010447998532 0.0 5.949005223999266 90.35826357366064 32.92869816564159 0.0 0.0 0.0
0.61 10.945194471090721 0.0 5.4725972355453605 90.04520091182434 33.14440301354449 0.0 0.0 0.0
0.62 10.065975956026849 0.0 5.032987978013424 89.7091075611057 33.35255513086982 0.0 0.0 0.0
0.63 9.254976076225692 0.0 4.627488038112846 89.35101834742767 33.553283463434525 0.0 0.0 0.0
0.64 8.50717323865055 0.0 4.253586619325275 88.97193614502213 33.74671513875511 0.0 0.0 0.0
0.65 7.817883803483376 0.0 3.908941901741688 88.5728327360541 33.932975489466045 0.0 0.0 0.0
0.66 7.18274323825288 0.0 3.59137161912644 88.15464964873061 34.11218807645214 0.0 0.0 0.0
0.67 6.597687798329858 0.0 3.298843899164929 87.71829897440921 34.284474711698344 0.0 0.0 0.0
0.68 6.05893680427573 0.0 3.029468402137865 87.264664164209 34.44995548086009 0.0 0.0 0.0
0.6900000000000001 5.562975568347778 0.0 2.781487784173889 86.794600805616 34.60874876555783 0.0 0.0 0.0
0.7000000000000001 5.106539007105292 0.0 2.553269503552646 86.30893737956227 34.760971265398666 0.0 0.0 0.0
0.71 4.686595964150338 0.0 2.343297982075169 85.80847599844795 34.90673801972852 0.0 0.0 0.0
0.72 4.300334256249676 0.0 2.150167128124838 85.29399312556383 35.04616242911796 0.0 0.0 0.0
0.73 3.945146447132051 0.0 1.9725732235660256 84.76624027636197 35.17935627658478 0.0 0.0 0.0
0.74 3.6186163458870713 0.0 1.8093081729435356 84.22594470201071 35.306429748556546 0.0 0.0 0.0
0.75 3.3185062208870018 0.0 1.6592531104435009 83.67381005566118 35.4274914555761 0.0 0.0 0.0
0.76 3.0427447153189138 0.0 1.5213723576594569 83.1105170418416 35.5426484527531 0.0 0.0 0.0
0.77 2.789415446582669 0.0 1.3947077232913345 82.5367240493865 35.65200625996456 0.0 0.0 0.0
0.78 2.55674626883387 0.0 1.278373134416935 81.95306776829824 35.75566888180744 0.0 0.0 0.0
0.79 2.3430991757014374 0.0 1.1715495878507187 81.36016379092896 35.85373882730611 0.0 0.0 0.0
0.8 2.146960818576076 0.0 1.073480409288038 80.75860719786215 35.946317129377725 0.0 0.0 0.0
0.81 1.9669336147510568 0.0 0.9834668073755284 80.14897312886393 36.03350336405823 0.0 0.0 0.0
0.8200000000000001 1.8017274190172552 0.0 0.9008637095086276 79.53181733926569 36.11539566949194 0.0 0.0 0.0
0.8300000000000001 1.6501517319968004 0.0 0.8250758659984002 78.90767674213102 36.19209076468745 0.0 0.0 0.0
0.84 1.5111084184818626 0.0 0.7555542092409313 78.2770699365522 36.2636839680427 0.0 0.0 0.0
0.85 1.3835849092723804 0.0 0.6917924546361902 77.64049772241223 36.33026921564177 0.0 0.0 0.0
0.86 1.2666478604329447 0.0 0.6333239302164724 76.99844360194209 36.3919390793264 0.0 0.0 0.0
0.87 1.1594372444739294 0.0 0.5797186222369647 76.35137426839364 36.44878478454459 0.0 0.0 0.0
0.88 1.0611608486721564 0.0 0.5305804243360782 75.69974008214224 36.50089622797916 0.0 0.0 0.0
0.89 0.9710891565519212 0.0 0.4855445782759606 75.04397553452499 36.548361994958746 0.0 0.0 0.0
0.9 0.8885505894240928 0.0 0.4442752947120464 74.38449969971394 36.59126937665392 0.0 0.0 0.0
0.91 0.8129270858080356 0.0 0.4064635429040178 73.72171667491574 36.629704387060876 0.0 0.0 0.0
0.92 0.7436499975210076 0.0 0.3718249987605038 73.05601600918351 36.6637517797753 0.0 0.0 0.0
0.93 0.6801962821976091 0.0 0.34009814109880454 72.38777312111874 36.6934950645589 0.0 0.0 0.0
0.9400000000000001 0.6220849729858744 0.0 0.3110424864929372 71.71734970573543 36.71901652370098 0.0 0.0 0.0
0.9500000000000001 0.5688739071465246 0.0 0.2844369535732623 71.04509413075165 36.74039722817761 0.0 0.0 0.0
0.96 0.5201566962497579 0.0 0.26007834812487896 70.37134182256807 36.75771705361076 0.0 0.0 0.0
0.97 0.47555992161300376 0.0 0.23777996080650188 69.69641564218593 36.77105469602969 0.0 0.0 0.0
0.98 0.43474053954826797 0.0 0.21737026977413398 69.02062625131205 36.78048768743716 0.0 0.0 0.0
0.99 0.39738348188490896 0.0 0.19869174094245448 68.34427246889194 36.78609241118252 0.0 0.0 0.0
1.0 0.3631994380998788 0.0 0.1815997190499394 67.66764161830635 36.787944117144235 0.0 0.0 0.0
1.01 0.33192280622042986 0.0 0.16596140311021493 66.99100986546146 36.78611693672386 0.0 0.0 0.0
1.02 0.30330980046247413 0.0 0.15165490023123707 66.31464254799721 36.78068389765399 0.0 0.0 0.0
1.03 0.2771367043303248 0.0 0.1385683521651624 65.63879449583268 36.77171693862218 0.0 0.0 0.0
1.04 0.2531982586299182 0.0 0.1265991293149591 64.96371034326286 36.759286923713134 0.0 0.0 0.0
1.05 0.23130617453787614 0.0 0.11565308726893807 64.2896248328155 36.74346365667131 0.0 0.0 0.0
1.06 0.21128776252314718 0.0 0.10564388126157359 63.61676311107207 36.724315894986084 0.0 0.0 0.0
1.07 0.19298466853709653 0.0 0.09649233426854827 62.94534101665187 36.701911363801614 0.0 0.0 0.0
1.08 0.17625170947252541 0.0 0.08812585473626271 62.275565360553756 36.676316769653425 0.0 0.0 0.0
1.09 0.16095580044320645 0.0 0.08047790022160323 61.607634199045165 36.64759781403394 0.0 0.0 0.0
1.1 0.1469749669541618 0.0 0.0734874834770809 60.94173709928363 36.61581920678876 0.0 0.0 0.0
1.11 0.13419743552031269 0.0 0.06709871776015634 60.278055397851666 36.58104467934599 0.0 0.0 0.0
1.12 0.1225207967485012 0.0 0.0612603983742506 59.61676245238157 36.54333699778042 0.0 0.0 0.0
1.1300000000000001 0.11185123532656555 0.0 0.05592561766328277 58.958023886442234 36.50275797571458 0.0 0.0 0.0
1.1400000000000001 0.10210282176442939 0.0 0.051051410882214696 58.301997827856354 36.45936848705864 0.0 0.0 0.0
1.1500000000000001 0.09319686110740255 0.0 0.046598430553701276 57.64883514061214 36.413228478591115 0.0 0.0 0.0
1.16 0.08506129419237804 0.0 0.04253064709618902 56.998679650529695 36.36439698238221 0.0 0.0 0.0
1.17 0.07763014734468898 0.0 0.03881507367234449 56.351668364838424 36.312932128061746 0.0 0.0 0.0
1.18 0.07084302671832567 0.0 0.03542151335916283 55.70793168581839 36.25889115493349 0.0 0.0 0.0
1.19 0.06464465376625268 0.0 0.03232232688312634 55.06759361865426 36.20233042393779 0.0 0.0 0.0
1.2 0.05898443859195092 0.0 0.02949221929597546 54.43077197364751 36.143305429464256 0.0 0.0 0.0
1.21 0.05381608817917341 0.0 0.026908044089586705 53.797578562928734 36.08187081101637 0.0 0.0 0.0
1.22 0.04909724672540774 0.0 0.02454862336270387 53.168119391808595 36.018080364729734 0.0 0.0 0.0
1.23 0.04478916551673908 0.0 0.02239458275836954 52.542494844902556 35.95198705474571 0.0 0.0 0.0
1.24 0.040856399978754294 0.0 0.020428199989377147 51.9207998671615 35.88364302444228 0.0 0.0 0.0
1.25 0.03726653172078671 0.0 0.018633265860393353 51.30312413993675 35.81309960752376 0.0 0.0 0.0
1.26 0.03398991356012298 0.0 0.01699495678006149 50.68955225220544 35.74040733897107 0.0 0.0 0.0
1.27 0.030999435669650053 0.0 0.015499717834825026 50.08016386707859 35.66561596585423 0.0 0.0 0.0
1.28 0.028270311137660965 0.0 0.014135155568830483 49.47503388371183 35.58877445800885 0.0 0.0 0.0
1.29 0.025779879362943674 0.0 0.012889939681471837 48.87423259473533 35.50993101857805 0.0 0.0 0.0
1.3 0.023507425832602964 0.0 0.011753712916301482 48.27782583931702 35.42913309442164 0.0 0.0 0.0
1.31 0.02143401694500617 0.0 0.010717008472503085 47.68587515197031 35.34642738639397 0.0 0.0 0.0
1.32 0.01954234864646495 0.0 0.009771174323232474 47.098437907214795 35.26185985949225 0.0 0.0 0.0
1.33 0.017816607748380592 0.0 0.008908303874190296 46.51556746019581 35.17547575287659 0.0 0.0 0.0
1.34 0.01624234488217563 0.0 0.008121172441087815 45.9373132833662 35.08731958976368 0.0 0.0 0.0
1.35 0.014806358132948111 0.0 0.007403179066474056 45.36372109933109 34.99743518719535 0.0 0.0 0.0
1.36 0.013496586469929042 0.0 0.006748293234964521 44.794833009954004 34.9058656656836 0.0 0.0 0.0
1.37 0.012302012162968392 0.0 0.006151006081484196 44.2306876218204 34.812653458733635 0.0 0.0 0.0
1.3800000000000001 0.011212571439867494 0.0 0.005606285719933747 43.67132016815209 34.71784032224639 0.0 0.0 0.0
1.3900000000000001 0.010219072699825285 0.0 0.005109536349912643 43.116762627264016 34.621467343801875 0.0 0.0 0.0
1.4000000000000001 0.009313121653959961 0.0 0.004656560826979981 42.56704383765258 34.5235749518249 0.0 0.0 0.0
1.41 0.008487052815161248 0.0 0.004243526407580624 42.022189609802254 34.424202924634635 0.0 0.0 0.0
1.42 0.0077338668067571245 0.0 0.0038669334033785622 41.482222834795586 34.32339039937918 0.0 0.0 0.0
1.43 0.007047173002950695 0.0 0.0035235865014753474 40.94716358980916 34.221175880856904 0.0 0.0 0.0
1.44 0.006421137053984186 0.0 0.003210568526992093 40.417029240576284 34.117597250225536 0.0 0.0 0.0
1.45 0.005850432885787512 0.0 0.002925216442893756 39.89183454089524 34.01269177360066 0.0 0.0 0.0
1.46 0.005330198797711865 0.0 0.0026650993988559324 39.37159172925989 33.906496110544786 0.0 0.0 0.0
1.47 0.004855997313066968 0.0 0.002427998656533484 38.85631062268752 33.799046322448405 0.0 0.0 0.0
1.48 0.004423778465784156 0.0 0.002211889232892078 38.34599870781712 33.690377880804284 0.0 0.0 0.0
1.49 0.004029846232814454 0.0 0.002014923116407227 37.84066122934939 33.58052567537637 0.0 0.0 0.0
1.5 0.0036708278460219094 0.0 0.0018354139230109547 37.34030127589796 33.46952402226447 0.0 0.0 0.0
1.51 0.0033436457395172947 0.0 0.0016718228697586474 36.84491986331979 33.35740667186611 0.0 0.0 0.0
1.52 0.0030454919087503883 0.0 0.0015227459543751942 36.35451601559076 33.24420681673664 0.0 0.0 0.0
1.53 0.002773804476385234 0.0 0.001386902238192617 35.86908684329119 33.129957099349085 0.0 0.0 0.0
1.54 0.002526246277153894 0.0 0.001263123138576947 35.38862761976404 33.014689619754606 0.0 0.0 0.0
1.55 0.002300685289643813 0.0 0.0011503426448219065 34.91313185500729 32.898435943145174 0.0 0.0 0.0
1.56 0.0020951767574345875 0.0 0.0010475883787172938 34.44259136736043 32.781227107319296 0.0 0.0 0.0
1.57 0.0019079468552666186 0.0 0.0009539734276333093 33.976996353043226 32.66309363005221 0.0 0.0 0.0
1.58 0.0017373777680926446 0.0 0.0008686888840463223 33.51633545360399 32.54406551637158 0.0 0.0 0.0
1.59 0.0015819940620228502 0.0 0.0007909970310114251 33.06059582133266 32.424172265739934 0.0 0.0 0.0
1.6 0.0014404502364065168 0.0 0.0007202251182032584 32.609763182692966 32.30344287914486 0.0 0.0 0.0
1.61 0.0013115193556738542 0.0 0.0006557596778369271 32.16382189982639 32.18190586609826 0.0 0.0 0.0
1.62 0.0011940826681597712 0.0 0.0005970413340798856 31.722755030179524 32.059589251545574 0.0 0.0 0.0
1.6300000000000001 0.0010871201270111455 0.0 0.0005435600635055728 31.28654438430493 31.93652058268622 0.0 0.0 0.0
1.6400000000000001 0.0009897017354995668 0.0 0.0004948508677497834 30.855170581884487 31.81272693570627 0.0 0.0 0.0
1.6500000000000001 0.0009009796456762029 0.0 0.00045048982283810146 30.428613106023 31.688234922424424 0.0 0.0 0.0
1.6600000000000001 0.0008201809453650724 0.0 0.0004100904726825362 30.006850355858525 31.563070696852403 0.0 0.0 0.0
1.67 0.0007466010740404406 0.0 0.0003733005370202203 29.589859697534866 31.437259961670716 0.0 0.0 0.0
1.68 0.0006795978132162964 0.0 0.0003397989066081482 29.177617513580394 31.310827974620874 0.0 0.0 0.0
1.69 0.0006185858016290737 0.0 0.00030929290081453686 28.770099250736447 31.183799554815185 0.0 0.0 0.0
1.7 0.0005630315297547827 0.0 0.0002815157648773913 28.367279466277168 31.056199088964892 0.0 0.0 0.0
1.71 0.0005124487721011913 0.0 0.00025622438605059567 27.969131872861944 30.92805053752788 0.0 0.0 0.0
1.72 0.00046639441928469677 0.0 0.00023319720964234839 27.575629381960262 30.799377440776833 0.0 0.0 0.0
1.73 0.00042446467516759755 0.0 0.00021223233758379878 27.18674414588807 30.670202924788864 0.0 0.0 0.0
1.74 0.0003862915873199133 0.0 0.00019314579365995664 26.802447598493437 30.540549707357453 0.0 0.0 0.0
1.75 0.00035153988180415747 0.0 0.00017576994090207873 26.422710494528687 30.4104401038279 0.0 0.0 0.0
1.76 0.00031990407578256 0.0 0.00015995203789128 26.04750294774496 30.279896032856893 0.0 0.0 0.0
1.77 0.0002911058437340795 0.0 0.00014555292186703975 25.676794467744394 30.14893902209747 0.0 0.0 0.0
1.78 0.0002648916151608769 0.0 0.00013244580758043845 25.310553995624208 30.01759021381 0.0 0.0 0.0
1.79 0.0002410303835772824 0.0 0.0001205151917886412 24.948749938446078 29.885870370400283 0.0 0.0 0.0
1.8 0.00021931170832386186 0.0 0.00010965585416193093 24.5913502025633 29.753799879885577 0.0 0.0 0.0
1.81 0.0001995438923487347 0.0 9.977194617436735e-05 24.23832222583755 29.621398761289434 0.0 0.0 0.0
1.82 0.0001815523205605344 0.0 9.07761602802672e-05 23.889633008776045 29.488686669966295 0.0 0.0 0.0
1.83 0.00016517794469407028 0.0 8.258897234703514e-05 23.545249144619344 29.35568290285661 0.0 0.0 0.0
1.84 0.00015027590185135722 0.0 7.513795092567861e-05 23.205136848409037 29.222406403673403 0.0 0.0 0.0
1.85 0.0001367142549971648 0.0 6.83571274985824e-05 22.869261985063932 29.088875768021108 0.0 0.0 0.0
1.86 0.00012437284470845418 0.0 6.218642235422709e-05 22.537590096492735 28.9551092484475 0.0 0.0 0.0
1.87 0.00011314224240924649 0.0 5.6571121204623247e-05 22.21008642777017 28.821124759429573 0.0 0.0 0.0
1.8800000000000001 0.00010292279617415854 0.0 5.146139808707927e-05 21.886715952403183 28.686939882294165 0.0 0.0 0.0
1.8900000000000001 9.362376096188027e-05 0.0 4.6811880480940134e-05 21.56744339671286 28.55257187007409 0.0 0.0 0.0
1.9000000000000001 8.516250585056648e-05 0.0 4.258125292528324e-05 21.252233263357315 28.418037652300658 0.0 0.0 0.0
1.9100000000000001 7.746379149628456e-05 0.0 3.873189574814228e-05 20.94104985401984 28.283353839733326 0.0 0.0 0.0
1.92 7.045911162850597e-05 0.0 3.5229555814252985e-05 20.633857291286326 28.148536729027228 0.0 0.0 0.0
1.93 6.40860929380608e-05 0.0 3.20430464690304e-05 20.330619539734982 28.01360230733938 0.0 0.0 0.0
1.94 5.8287948207362454e-05 0.0 2.9143974103681227e-05 20.03130042626119 27.878566256874368 0.0 0.0 0.0
1.95 5.301297798412311e-05 0.0 2.6506488992061554e-05 19.73586365965928 27.74344395937015 0.0 0.0 0.0
1.96 4.821411651191816e-05 0.0 2.410705825595908e-05 19.444272849482882 27.60825050052482 0.0 0.0 0.0
1.97 4.3848518007210156e-05 0.0 2.1924259003605078e-05 19.15649152420461 27.473000674365036 0.0 0.0 0.0
1.98 3.987717971590246e-05 0.0 1.993858985795123e-05 18.87248314869552 27.33770898755678 0.0 0.0 0.0
1.99 3.626459849598951e-05 0.0 1.8132299247994753e-05 18.59221114104411 27.202389663659247 0.0 0.0 0.0
2.0 3.297845795901693e-05 0.0 1.6489228979508464e-05 18.315638888734178 27.06705664732254 0.0 0.0 0.0
2.0100000000000002 2.9989343464196497e-05 0.0 1.4994671732098248e-05 18.042729764200367 26.931723608429795 50.0 0.0 0.0
2.02 2.7270482497337875e-05 72.38699344287677 36.19351035667963 17.773447139779627 26.796403946184586 50.0 0.0 0.0
2.0300000000000002 2.479750818421613e-05 130.9969204924771 65.49847264499265 17.50775440207646 26.66111079314409 50.0 0.0 0.0
2.04 2.2548243886418105e-05 177.7963729636123 88.8981977559281 17.245614965759383 26.525857019198885 50.0 0.0 0.0
2.05 2.0502507008742652e-05 214.5024147314046 107.2512176169558 16.986992286805286 26.390655235499864 50.0 0.0 0.0
2.06 1.864193031239657e-05 242.61226388505338 121.30614126349185 16.73184987520837 26.255517798333074 50.0 0.0 0.0
2.07 1.694979917889599e-05 263.42958532513273 131.71480113746597 16.480151307169606 26.120456812943022 50.0 0.0 0.0
2.08 1.5410903407024742e-05 278.08777012318933 139.04389276704637 16.231860236782143 25.985484137305143 50.0 0.0 0.0
2.09 1.4011402250569706e-05 287.57053703502186 143.78527552321205 15.986940407228166 25.850611385848058 50.0 0.0 0.0
2.1 1.2738701518892002e-05 292.7301550132314 146.36508387596646 15.745355661501588 25.7158499331262 50.0 0.0 0.0
2.11 1.1581341666682568e-05 294.3035529371539 147.15178225924777 15.507069952671381 25.581210917443535 50.0 0.0 0.0
2.12 1.0528895894348546e-05 292.92655365431006 146.46328209160296 15.27204735369909 25.446705244428827 50.0 0.0 0.0
2.13 9.571877367207113e-06 289.14644343571405 144.5732265037957 15.04025206682462 25.312343590563255 50.0 0.0 0.0
2.14 8.701654740741357e-06 283.4330647553731 141.71653672851392 14.811648432533065 25.178136406660744 50.0 0.0 0.0
2.15 7.910375251282013e-06 276.1885996145992 138.09430376248721 14.586200938116004 25.044093921301847 50.0 0.0 0.0
2.16 7.190894697219329e-06 267.75619217811584 133.87809968450526 14.363874225839268 24.910226144221504 50.0 0.0 0.0
2.17 6.536713695789316e-06 258.42754303315894 129.2137747849363 14.144633100729944 24.77654286965152 50.0 0.0 0.0
2.18 5.94191965511773e-06 248.44959271171913 124.2247993268194 13.928442537993979 24.64305367961807 50.0 0.0 0.0
2.19 5.4011339510189675e-06 238.03039903908464 119.0152022201093 13.715267690076452 24.509767947195023 50.0 0.0 0.0
2.2 4.909463843449307e-06 227.3443012184053 113.67215306393457 13.505073893375279 24.376694839713455 50.0 0.0 0.0
2.21 4.462458708902341e-06 216.53645317858033 108.26822882051952 13.29782667461977 24.243843321928022 50.0 0.0 0.0
2.22 4.056070202754163e-06 205.72679946500966 102.86340176053993 13.093491756924234 24.11122215914067 50.0 0.0 0.0
2.23 3.6866159999463367e-06 195.0135587177077 97.50678120216185 12.892035065527418 23.978839920282276 50.0 0.0 0.0
2.24 3.3507467937248986e-06 184.47627244995888 92.23813790035284 12.693422733227473 23.84670498095263 50.0 0.0 0.0
2.25 3.0454162607072346e-06 174.17847031567203 87.08923668054415 12.497621105522594 23.714825526419474 50.0 0.0 0.0
2.2600000000000002 2.7678537265660936e-06 164.1699972477976 82.08500000782566 12.30459674546652 23.583209554576893 50.0 0.0 0.0
2.27 2.515539290329788e-06 154.48904268581447 77.24452260067687 12.11431643824852 23.451864878863745 50.0 0.0 0.0
2.2800000000000002 2.286181186898867e-06 145.16390751785949 72.58195490202034 11.926747195506548 23.32079913114254 50.0 0.0 0.0
2.29 2.0776951870629604e-06 136.21454028048822 68.10727117909171 11.741856259382606 23.190019764539297 50.0 0.0 0.0
2.3000000000000003 1.8881858522331483e-06 127.65387053086484 63.82693620952534 11.559611106328614 23.059534056244857 50.0 0.0 0.0
2.31 1.7159294774427889e-06 119.48896408287352 59.7444828994015 11.379979450671282 22.929349110278146 50.0 0.0 0.0
2.32 1.559358571052217e-06 111.7220219360234 55.86101174769098 11.202929247943821 22.799471860211874 50.0 0.0 0.0
2.33 1.4170477331508102e-06 104.35124218461753 52.17562180083263 11.028428697992526 22.66990907186113 50.0 0.0 0.0
2.34 1.287700806999599e-06 97.37156193927363 48.68578161348722 10.85644624786575 22.54066734593537 50.0 0.0 0.0
2.35 1.170139189106663e-06 90.77529429208694 45.38764773111306 10.686950594492583 22.411753120654158 50.0 0.0 0.0
2.36 1.0632911937740263e-06 84.55267358249182 42.27633732289151 10.519910687158673 22.283172674327353 50.0 0.0 0.0
2.37 9.661823772863654e-07 78.6923206482026 39.34616080719249 10.35529572978585 22.154932127899855 50.0 0.0 0.0
2.38 8.779267354114887e-07 73.18163835220462 36.590819615065676 10.193075183022692 22.0270374474617 50.0 0.0 0.0
2.39 7.977186956225973e-07 68.00714644274343 34.003573620231066 10.033218766152308 21.899494446723654 50.0 0.0 0.0
2.4 7.248258325015893e-07 63.1547637109097 31.577382217867765 9.875696458824036 21.772308789459004 50.0 0.0 0.0
2.41 6.585822412015268e-07 58.61004444394937 29.305022551265807 9.720478502615036 21.645485991911677 50.0 0.0 0.0
2.42 5.983825096918531e-07 54.358375317776925 27.179187958079716 9.567535402428064 21.519031425171494 50.0 0.0 0.0
2.43 5.436762358321946e-07 50.38513811680513 25.192569330240683 9.41683792773108 21.392950317516533 50.0 0.0 0.0
2.44 4.93963040167123e-07 46.67584300197121 23.337921747967126 9.268357113644631 21.267247756723435 50.0 0.0 0.0
2.45 4.487880297465284e-07 43.216236458800935 21.608118453794482 9.122064261882315 21.141928692345775 50.0 0.0 0.0
2.46 4.077376722938717e-07 39.9923875376723 19.996193972704987 8.977930941549957 21.016997937961023 50.0 0.0 0.0
2.47 3.70436043701998e-07 36.9907555402516 18.49537795534382 8.835928989808504 20.892460173386482 50.0 0.0 0.0
2.48 3.365414151661197e-07 34.19824190237627 17.09912111945884 8.696030512405926 20.768319946864597 50.0 0.0 0.0
