wavelength spec_bulge1 spec_bulge2 spec_bulge3 spec_bulge4 spec_disk spec_clump1 spec_clump2 spec_clump3
3659.4421 1.0929410219139061e-05 4.499171948804426e-05 2.7960564853373107e-05 3.684694596193104e-05 3.4703309828666246e-05 0.00014699609396003708 0.00012477070205743588 0.0002886436088575909
3660.3425 1.0955047945248504e-05 4.5006970677059716e-05 2.798100931093627e-05 3.684800382897425e-05 3.459856391269107e-05 0.00014495612598748733 0.00012360085319117726 0.0002857997080819913
3661.2426 1.0916589883487475e-05 4.490538440046222e-05 2.7910987141757203e-05 3.6721764513721965e-05 3.4427470263663955e-05 0.00014194818018702264 0.00012200693808658883 0.00028238382556978835
3662.143 1.0824619666551041e-05 4.471793256812071e-05 2.777127611711762e-05 3.649341410046436e-05 3.42129047774871e-05 0.00014328558266527244 0.0001219801569348618 0.00028164458554747287
3663.0432 1.0701014723643513e-05 4.449308051394626e-05 2.759704761857504e-05 3.62100922578313e-05 3.399359624080423e-05 0.00014316656649945354 0.00012148330760144557 0.00028025330855669577
3663.9433 1.0571036262354326e-05 4.428049099887728e-05 2.742576363039347e-05 3.5924025660342934e-05 3.381371174075308e-05 0.00014207366870925281 0.0001206499758549897 0.00027832555574988264
3664.8437 1.0453296060276558e-05 4.411084433848185e-05 2.7282070199153908e-05 3.567152297725165e-05 3.370070626109886e-05 0.0001412641361024075 0.00011983724489067317 0.0002762584674946908
3665.7438 1.0353799211675053e-05 4.398452911390652e-05 2.7169164162562542e-05 3.5460792877336285e-05 3.3643934019221744e-05 0.00013954514380009404 0.00011864231091023433 0.00027337942637433
3666.6442 1.0267944522811679e-05 4.387859369972863e-05 2.70732691110394e-05 3.527710215414989e-05 3.3597601428586265e-05 0.00013691432053690252 0.0001177655632584924 0.0002712594316751007
3667.5443 1.0190499729171358e-05 4.377121370864289e-05 2.6980856718674365e-05 3.510543746806629e-05 3.351541898495227e-05 0.0001368221325615605 0.00011758122961987429 0.0002703084252750005
3668.4445 1.012559122668696e-05 4.3665979411563423e-05 2.689578531889088e-05 3.495324051911802e-05 3.339249753867322e-05 0.0001392375356444492 0.00011808516311880162 0.00027066572608259407
3669.3448 1.0089336376940958e-05 4.359769679359188e-05 2.684351658503077e-05 3.485666133923822e-05 3.32801614440158e-05 0.0001393349088639948 0.00011769492236482539 0.00026973685616608846
3670.245 1.0101208857827573e-05 4.36115515516902e-05 2.685638020452197e-05 3.486139841559896e-05 3.325535363234423e-05 0.00013862405596418406 0.00011719332119862179 0.0002687645062084873
3671.1453 1.016922852546732e-05 4.372787516368175e-05 2.6948551844336436e-05 3.498908008893598e-05 3.336197896757915e-05 0.00013891564849691335 0.00011738690444804877 0.000268959721996458
3672.0455 1.027928476416903e-05 4.391667493588528e-05 2.7097979849788077e-05 3.521206177916717e-05 3.357126351794726e-05 0.00013906195910166818 0.0001176972166949364 0.00026925632782032096
3672.9456 1.0396531703668517e-05 4.410067056500664e-05 2.72486011340979e-05 3.5454982285472725e-05 3.379710166141977e-05 0.00013801551130391014 0.00011749195951202477 0.0002687646406300586
3673.846 1.0477964071272054e-05 4.41850602898002e-05 2.7331512180296357e-05 3.56222311685594e-05 3.395043473707998e-05 0.0001393032531567097 0.00011799730594715567 0.000269710708178353
3674.7461 1.0488123729244432e-05 4.4095627281365194e-05 2.729187550506543e-05 3.563392772309634e-05 3.3979112264774165e-05 0.00013675994963847712 0.00011712323471138159 0.0002685257948547368
3675.6465 1.041078110028412e-05 4.3807142040371424e-05 2.710896157008917e-05 3.5453867629584925e-05 3.3868666433159026e-05 0.00013570220913560084 0.00011685342478188419 0.00026826473570353124
3676.5466 1.0253164266995031e-05 4.335268614549013e-05 2.6802925206004907e-05 3.510023651982853e-05 3.3630100327313685e-05 0.00013567721810194136 0.00011684548143484984 0.000268485757090768
3677.4468 1.0043691604045113e-05 4.281323385743755e-05 2.6428462730504465e-05 3.4639699074176224e-05 3.330320050428551e-05 0.00013566916916662775 0.00011670734600445129 0.0002688378216712381
3678.3472 9.825099506495413e-06 4.229401075692653e-05 2.6059555131474605e-05 3.416936382031715e-05 3.296194455369805e-05 0.0001378994253917188 0.00011733778619607534 0.00027046534984799444
3679.2473 9.64307579333198e-06 4.1891652556824836e-05 2.576736417484225e-05 3.37884966298011e-05 3.269531036551324e-05 0.00013839275623153745 0.00011741244093281822 0.00027092020496446886
3680.1477 9.531664921332074e-06 4.166097362883967e-05 2.5596319274849716e-05 3.356531111306534e-05 3.256804445434864e-05 0.00013807673278029553 0.0001173599275233032 0.0002711214668881431
3681.0478 9.501417126567368e-06 4.159718706432507e-05 2.5549302095210174e-05 3.351324233479156e-05 3.259130855470976e-05 0.0001379971587811911 0.00011758675731996865 0.00027171698831742077
3681.9479 9.53413013552711e-06 4.163878447055141e-05 2.5586457302803717e-05 3.358438010363724e-05 3.271819121839891e-05 0.00013753176554062648 0.00011780483725281693 0.00027215165895419816
3682.8483 9.589065721034037e-06 4.169409130234322e-05 2.564157851145428e-05 3.368789737192458e-05 3.2863575709533194e-05 0.00013806716325671762 0.00011818408120732276 0.0002728240630128043
3683.7485 9.61936551362458e-06 4.168136241766818e-05 2.5650363965413974e-05 3.372793282745583e-05 3.2937233315861036e-05 0.00013989997652871176 0.00011878602568240974 0.0002738469722899153
3684.6488 9.593559809652542e-06 4.156819525735889e-05 2.5580877533275773e-05 3.364833923418648e-05 3.288225656675372e-05 0.00014075365920511484 0.00011906220207812267 0.0002745147453066333
3685.549 9.512519841646147e-06 4.139251186225758e-05 2.5452515851724356e-05 3.3464130780138946e-05 3.2708191733080536e-05 0.00014018412294740712 0.00011875257821520884 0.00027448265706719486
3686.4491 9.413091971152099e-06 4.125236405522684e-05 2.5332728012963662e-05 3.326277951363341e-05 3.250171302639262e-05 0.00013875076117279101 0.00011802887900181612 0.00027385916810585367
3687.3495 9.354651245886487e-06 4.126495067919796e-05 2.5309800962316923e-05 3.317050429674361e-05 3.2394339197634344e-05 0.00013763319841793683 0.00011750664550084538 0.0002735066738412275
3688.2496 9.393515708030365e-06 4.151234655530407e-05 2.545293113144127e-05 3.329708386020877e-05 3.249265413798376e-05 0.00013798246883927842 0.00011781243789577177 0.000274354928093911
3689.15 9.556426478946115e-06 4.200172206344103e-05 2.5779074270966315e-05 3.3684734314360164e-05 3.281445425039183e-05 0.00013988811266411102 0.00011897638390871418 0.00027631971828681574
3690.0501 9.825951326834195e-06 4.2659593653658295e-05 2.624277249001776e-05 3.428574741255154e-05 3.328017823933034e-05 0.000141797755158573 0.00012013942485271392 0.00027809501333723503
3690.9503 1.0146089525635017e-05 4.33629278754232e-05 2.675450870030007e-05 3.498080028022848e-05 3.376522917964789e-05 0.00014269459694529608 0.00012074618125338091 0.0002789834319383794
3691.8507 1.0445148336449485e-05 4.398492501721507e-05 2.7215036676603584e-05 3.562594824583918e-05 3.416549153392381e-05 0.00014297758467129144 0.00012109673225210108 0.0002796731445780497
3692.7508 1.0665435349056477e-05 4.4435481620689596e-05 2.7550458484645417e-05 3.61071130556239e-05 3.442983274146741e-05 0.00014343912269815741 0.00012155443613338794 0.0002808652516355147
3693.6512 1.078603676851473e-05 4.468563045351129e-05 2.7735833610786825e-05 3.6380251519162276e-05 3.455340754915006e-05 0.0001446313870460082 0.00012226609487636533 0.0002827252132166603
3694.5513 1.0827131024457451e-05 4.477239928543353e-05 2.7799765154720636e-05 3.648042282928531e-05 3.4558477434934446e-05 0.0001454732261892993 0.0001229517105762666 0.0002846679877441177
3695.4514 1.0836952084742335e-05 4.478976143024102e-05 2.781335675726752e-05 3.6503099924615246e-05 3.449191852751089e-05 0.00014565428165351735 0.00012332683877000502 0.00028591882788491874
3696.3518 1.0868017879802836e-05 4.4860921308228425e-05 2.7864469593790942e-05 3.656384847530753e-05 3.4435775233060375e-05 0.00014489681755744746 0.00012312945967181022 0.00028605833289302326
3697.252 1.0954049465366716e-05 4.509075404741644e-05 2.8022401756164795e-05 3.675036241458431e-05 3.4500442332664215e-05 0.00014375726451873577 0.00012270820503775646 0.0002857888111689051
3698.1523 1.1095368780722661e-05 4.550780631380898e-05 2.8301587547035573e-05 3.70799827590941e-05 3.477068366293799e-05 0.00014401954283178089 0.0001230742975979021 0.000286796459614419
3699.0525 1.1256595583089407e-05 4.602424775476092e-05 2.8640421668690965e-05 3.7478749786337336e-05 3.522513993128448e-05 0.00014672593103912774 0.00012483115782785452 0.00028996967624171643
3699.9526 1.1377235322071023e-05 4.644680672710417e-05 2.891202102435019e-05 3.779647412480412e-05 3.570108403723954e-05 0.00015059460866773092 0.00012717861662182167 0.0002939973217982754
3700.853 1.1391943351126042e-05 4.6548074162553495e-05 2.897000875660072e-05 3.7859018601605714e-05 3.5957700764673436e-05 0.00015305971891015356 0.0001287088313428146 0.0002968442650972956
3701.7531 1.1254269350055692e-05 4.6170908245489756e-05 2.8712588797533484e-05 3.7540481837651365e-05 3.5807124864329994e-05 0.00015292395693381145 0.00012878701439179534 0.0002975077870219698
3702.6535 1.0955053960342479e-05 4.531225011747675e-05 2.8133652038670463e-05 3.682275795913057e-05 3.522596829873808e-05 0.00015058663859839652 0.00012758742773007043 0.00029613680981646216
3703.5536 1.0528518538492916e-05 4.413991687636117e-05 2.7334217707186693e-05 3.5813347339642695e-05 3.4379097313570367e-05 0.0001469160329815396 0.00012560829299577774 0.0002936002853614249
3704.4538 1.0042520238899855e-05 4.2927805774628814e-05 2.6485163006520433e-05 3.470887759442387e-05 3.354648712843216e-05 0.00014334480769187673 0.00012376049584784642 0.00029144257520090394
3705.3541 9.57908025192587e-06 4.194643062626408e-05 2.576275543884521e-05 3.3725735240720947e-05 3.2994313424032384e-05 0.00014199437086753592 0.00012318748913583746 0.0002913465359979307
3706.2543 9.21149669019717e-06 4.1357768834765706e-05 2.5284632762224803e-05 3.302620636120752e-05 3.284848171555887e-05 0.00014356856153118576 0.00012435824195476794 0.00029405741726527975
3707.1547 8.987565192516694e-06 4.1166850615113155e-05 2.507720790355248e-05 3.2674984790050396e-05 3.3040937065808285e-05 0.00014723259698695717 0.00012674127649821095 0.0002986622666682568
